claim_event_id,event_number,claim_id,adjuster_id,event_type,description,status,created_at,completed_at,notes,cost_usd
EV70615594,E56118023,CLM69213504,ADJ69059461,Inspection,Workflow step,Closed,2020-05-19,2023-01-04,Notes,1774.71
EV75317490,E53930875,CLM46997218,ADJ44393507,Update,Workflow step,Pending,2024-11-25,2024-10-16,Notes,2160.93
EV49871684,E26627004,CLM93314541,ADJ28353689,Inspection,Workflow step,Active,2024-03-26,2023-08-21,Notes,1883.75
EV16211351,E90428061,CLM50068967,ADJ55646700,Inspection,Workflow step,Cancelled,2019-12-03,2021-01-20,Notes,4959.86
EV43807336,E59424408,CLM25816367,ADJ16716899,Inspection,Workflow step,Cancelled,2022-09-09,2024-09-12,Notes,2628.43
EV71064649,E83087814,CLM69195046,ADJ78146739,Approval,Workflow step,Pending,2025-01-31,2022-07-11,Notes,4930.37
EV22859202,E05072491,CLM86850689,ADJ43383114,Update,Workflow step,Cancelled,2023-12-14,2023-09-18,Notes,4341.76
EV23806511,E05345958,CLM34124771,ADJ27818619,Approval,Workflow step,Active,2024-01-05,2020-01-07,Notes,2231.14
EV88725045,E54563128,CLM48618599,ADJ34153281,Approval,Workflow step,Active,2025-10-12,2023-04-26,Notes,4016.84
EV32148931,E53452282,CLM94545786,ADJ58234001,Update,Workflow step,Cancelled,2021-12-21,2019-10-28,Notes,3846.95
EV00412153,E92324090,CLM92345827,ADJ24323269,Inspection,Workflow step,Active,2021-12-25,2020-02-09,Notes,2059.61
EV58756928,E42585870,CLM05789387,ADJ79399385,Approval,Workflow step,Pending,2018-02-18,2021-07-20,Notes,2700.71
EV05955466,E40810831,CLM51947775,ADJ73471887,Inspection,Workflow step,Active,2024-12-27,2018-04-28,Notes,2988.84
EV52770930,E27425033,CLM51981037,ADJ73097187,Inspection,Workflow step,Active,2020-09-07,2019-11-16,Notes,3029.7
EV21948214,E41285390,CLM37230174,ADJ08181650,Approval,Workflow step,Pending,2025-07-11,2021-10-17,Notes,1275.76
EV57784105,E93963427,CLM41518208,ADJ50509173,Approval,Workflow step,Cancelled,2025-09-12,2020-10-08,Notes,2360.26
EV46574023,E99766311,CLM16418977,ADJ06914838,Approval,Workflow step,Closed,2018-11-28,2024-08-23,Notes,1020.77
EV54940955,E03167965,CLM82968147,ADJ76976121,Inspection,Workflow step,Closed,2024-05-01,2018-09-11,Notes,224.7
EV27181546,E42837626,CLM00179415,ADJ91450919,Approval,Workflow step,Cancelled,2018-01-08,2022-11-18,Notes,1664.62
EV39565053,E63110287,CLM81797818,ADJ01219707,Approval,Workflow step,Cancelled,2025-01-23,2024-10-08,Notes,1687.5
EV68644118,E08517919,CLM80972546,ADJ43401465,Approval,Workflow step,Pending,2024-06-14,2018-10-27,Notes,1810.88
EV13552241,E36693942,CLM01498900,ADJ83934759,Inspection,Workflow step,Closed,2021-01-02,2023-10-25,Notes,1197.85
EV17782366,E80090053,CLM62656075,ADJ54200360,Update,Workflow step,Closed,2022-02-01,2021-08-07,Notes,2032.08
EV11850259,E09091012,CLM91106608,ADJ70699228,Update,Workflow step,Active,2024-05-11,2020-05-16,Notes,1301.6
EV56907547,E78697117,CLM30334196,ADJ57420425,Approval,Workflow step,Cancelled,2018-08-26,2023-10-30,Notes,4727.46
EV53054276,E48326110,CLM47119657,ADJ28445704,Update,Workflow step,Cancelled,2019-07-02,2024-04-07,Notes,2597.43
EV72769565,E95659187,CLM41663468,ADJ60067927,Approval,Workflow step,Cancelled,2019-07-13,2019-01-28,Notes,4726.4
EV04919083,E21238691,CLM80886619,ADJ77246394,Inspection,Workflow step,Closed,2024-10-04,2025-06-14,Notes,1253.46
EV62496058,E60433094,CLM38823487,ADJ37653654,Update,Workflow step,Pending,2025-06-12,2022-06-22,Notes,3262.7
EV70651408,E76106045,CLM35978709,ADJ92489422,Update,Workflow step,Cancelled,2022-03-07,2019-05-26,Notes,4082.03
EV11280249,E66816538,CLM90516569,ADJ28718022,Update,Workflow step,Active,2022-10-15,2023-08-05,Notes,3553.38
EV96976582,E08695137,CLM05603577,ADJ14961887,Update,Workflow step,Closed,2024-02-29,2022-01-19,Notes,3895.46
EV80577801,E39857515,CLM13981358,ADJ12409048,Update,Workflow step,Pending,2023-05-06,2023-06-21,Notes,2184.58
EV20469445,E33365857,CLM11117273,ADJ75788710,Approval,Workflow step,Active,2020-04-02,2020-08-01,Notes,91.64
EV04238717,E68997186,CLM70670430,ADJ26176265,Inspection,Workflow step,Pending,2019-01-11,2020-04-09,Notes,4788.41
EV53109561,E93859181,CLM39696839,ADJ67632642,Update,Workflow step,Pending,2019-01-21,2019-06-30,Notes,849.56
EV72856571,E67829001,CLM50921681,ADJ35346736,Inspection,Workflow step,Active,2024-03-14,2024-01-14,Notes,2753.18
EV00575300,E57340846,CLM61878741,ADJ25009791,Inspection,Workflow step,Closed,2025-01-25,2020-01-03,Notes,1953.43
EV83710704,E69038006,CLM13887786,ADJ84136582,Approval,Workflow step,Active,2022-07-04,2020-01-10,Notes,2992.58
EV91714056,E78087605,CLM60968331,ADJ17294000,Inspection,Workflow step,Pending,2018-02-24,2018-02-26,Notes,4409.53
EV90511731,E81883412,CLM76082312,ADJ41909210,Approval,Workflow step,Pending,2024-03-19,2021-06-23,Notes,3283.17
EV63544770,E77758963,CLM63532195,ADJ74950837,Inspection,Workflow step,Active,2022-09-20,2019-11-03,Notes,2863.66
EV23067901,E52528414,CLM62431975,ADJ86880114,Inspection,Workflow step,Cancelled,2018-09-11,2021-12-12,Notes,3306.06
EV91102662,E90144008,CLM78070035,ADJ62280862,Update,Workflow step,Closed,2022-07-30,2025-11-22,Notes,3478.34
EV77783808,E47547441,CLM16728910,ADJ61983838,Approval,Workflow step,Closed,2024-06-20,2018-08-01,Notes,3594.58
EV49847302,E10137600,CLM58671501,ADJ43906595,Update,Workflow step,Active,2022-12-01,2018-06-10,Notes,1427.27
EV83874686,E61618894,CLM24121865,ADJ68675781,Update,Workflow step,Pending,2023-12-18,2023-04-06,Notes,4376.28
EV81019427,E43314426,CLM06218329,ADJ91326922,Update,Workflow step,Closed,2025-09-10,2024-11-01,Notes,1640.66
EV79273645,E81507604,CLM51368418,ADJ33932819,Update,Workflow step,Closed,2021-04-19,2022-09-10,Notes,3442.05
EV42757595,E26910859,CLM34377004,ADJ05119543,Update,Workflow step,Closed,2022-03-29,2022-07-26,Notes,414.4
EV06346231,E69912422,CLM50809291,ADJ05479298,Update,Workflow step,Closed,2022-05-01,2020-08-29,Notes,1656.24
EV64270219,E54406236,CLM11595239,ADJ09752766,Approval,Workflow step,Cancelled,2025-06-07,2024-08-02,Notes,181.85
EV10081570,E60975766,CLM24952939,ADJ47514874,Approval,Workflow step,Closed,2019-07-16,2021-02-10,Notes,4525.81
EV22940534,E41969243,CLM45088818,ADJ01691850,Update,Workflow step,Cancelled,2023-05-16,2021-03-14,Notes,4379.47
EV86090111,E78165266,CLM68289139,ADJ12162861,Inspection,Workflow step,Active,2025-10-01,2024-05-06,Notes,530.9
EV95710512,E65722166,CLM68741773,ADJ14750336,Approval,Workflow step,Cancelled,2025-12-09,2018-05-24,Notes,376.17
EV37120880,E67751478,CLM36137857,ADJ74200694,Inspection,Workflow step,Active,2024-04-04,2018-05-14,Notes,3432.08
EV70015916,E01726016,CLM54579641,ADJ23441220,Inspection,Workflow step,Cancelled,2018-07-14,2019-08-10,Notes,3947.88
EV49201348,E72469536,CLM66264113,ADJ73903651,Approval,Workflow step,Active,2019-01-02,2021-06-11,Notes,479.95
EV46663164,E48361985,CLM22439496,ADJ86243509,Inspection,Workflow step,Closed,2018-01-01,2022-03-08,Notes,4867.74
EV35342987,E40148744,CLM11526941,ADJ59796734,Approval,Workflow step,Active,2023-10-08,2023-01-30,Notes,1700.5
EV65475810,E59290572,CLM09473699,ADJ56564211,Inspection,Workflow step,Closed,2019-02-23,2025-07-03,Notes,3514.11
EV45192056,E20934117,CLM32738071,ADJ17177449,Approval,Workflow step,Active,2021-09-14,2023-03-15,Notes,4183.77
EV10801577,E88472795,CLM04880449,ADJ52636788,Update,Workflow step,Pending,2025-08-31,2025-01-10,Notes,155.73
EV74680703,E48155342,CLM00500300,ADJ69175420,Update,Workflow step,Active,2024-08-23,2025-10-16,Notes,1636.07
EV03260977,E80555180,CLM25032725,ADJ33955208,Update,Workflow step,Closed,2023-11-12,2023-05-08,Notes,4547.72
EV67716681,E44375273,CLM45934953,ADJ23310795,Approval,Workflow step,Cancelled,2023-01-31,2018-10-27,Notes,112.81
EV33351997,E66872242,CLM20836584,ADJ38167167,Approval,Workflow step,Closed,2024-12-16,2021-01-15,Notes,845.77
EV62692945,E81149760,CLM35237972,ADJ41123976,Approval,Workflow step,Pending,2022-01-29,2023-07-24,Notes,3127.0
EV89683407,E55906588,CLM34411664,ADJ16130244,Approval,Workflow step,Closed,2019-01-17,2019-02-26,Notes,4994.05
EV27043073,E76217216,CLM82389904,ADJ87291345,Update,Workflow step,Closed,2020-09-02,2018-05-04,Notes,2625.24
EV22524202,E21095095,CLM35805201,ADJ77649195,Inspection,Workflow step,Closed,2024-02-28,2018-04-26,Notes,1584.06
EV64487465,E90481279,CLM49829275,ADJ22826612,Inspection,Workflow step,Pending,2019-08-05,2019-03-17,Notes,3333.75
EV17143957,E39381885,CLM32992428,ADJ87433175,Inspection,Workflow step,Active,2019-01-23,2018-05-31,Notes,1004.5
EV05767236,E30865530,CLM33214038,ADJ26612042,Inspection,Workflow step,Cancelled,2024-02-15,2022-12-22,Notes,1812.61
EV79066173,E83482140,CLM61746349,ADJ35866073,Update,Workflow step,Active,2020-04-09,2020-07-28,Notes,183.23
EV62845629,E99003351,CLM50809291,ADJ51890121,Approval,Workflow step,Active,2025-07-19,2023-05-18,Notes,3944.89
EV22578779,E66035715,CLM07869354,ADJ64866400,Update,Workflow step,Active,2020-07-11,2018-12-29,Notes,4668.72
EV10047878,E20669548,CLM42068545,ADJ22562486,Approval,Workflow step,Active,2023-01-08,2021-11-20,Notes,4435.86
EV47420635,E17660782,CLM55362127,ADJ72010720,Inspection,Workflow step,Cancelled,2022-09-18,2020-08-23,Notes,1390.86
EV21304342,E84793724,CLM61000865,ADJ81984304,Approval,Workflow step,Closed,2019-08-23,2020-12-24,Notes,2748.01
EV04695687,E17738866,CLM25925363,ADJ63391441,Approval,Workflow step,Cancelled,2022-05-26,2022-01-09,Notes,3860.05
EV25865694,E12480782,CLM05603577,ADJ33917777,Approval,Workflow step,Pending,2025-02-09,2021-11-19,Notes,3366.0
EV67789998,E57881351,CLM38628370,ADJ76448232,Inspection,Workflow step,Cancelled,2020-05-23,2019-11-22,Notes,3658.36
EV88749406,E56451412,CLM42147343,ADJ97260962,Approval,Workflow step,Active,2021-06-24,2025-10-15,Notes,108.62
EV66953400,E52328579,CLM18481474,ADJ74462490,Approval,Workflow step,Cancelled,2018-12-18,2022-07-31,Notes,345.06
EV68433921,E49293839,CLM56127057,ADJ24460535,Inspection,Workflow step,Cancelled,2018-04-23,2022-10-05,Notes,4256.58
EV92189248,E15581435,CLM86322262,ADJ60692160,Inspection,Workflow step,Closed,2024-06-10,2024-11-22,Notes,4401.25
EV43279972,E90886332,CLM35653159,ADJ38713441,Inspection,Workflow step,Closed,2021-01-18,2019-03-15,Notes,2557.31
EV04347763,E93103054,CLM46997218,ADJ94776546,Approval,Workflow step,Cancelled,2019-04-13,2021-06-28,Notes,461.08
EV59506438,E62843110,CLM20575117,ADJ30087772,Inspection,Workflow step,Cancelled,2021-07-18,2018-06-09,Notes,1594.47
EV86764997,E10951343,CLM57788803,ADJ81098383,Inspection,Workflow step,Cancelled,2018-04-02,2025-05-30,Notes,4849.84
EV34058508,E43388392,CLM11164630,ADJ18024293,Approval,Workflow step,Pending,2021-04-07,2019-12-12,Notes,3263.98
EV85177255,E89346252,CLM41253756,ADJ39332024,Approval,Workflow step,Cancelled,2018-05-23,2022-11-24,Notes,2010.68
EV49551289,E37483452,CLM92822366,ADJ26449387,Inspection,Workflow step,Cancelled,2022-05-25,2025-12-12,Notes,3745.37
EV73692320,E57397083,CLM72147070,ADJ81598227,Inspection,Workflow step,Cancelled,2025-05-15,2020-12-28,Notes,2156.95
EV11678759,E12902763,CLM93956115,ADJ40307923,Inspection,Workflow step,Cancelled,2021-02-22,2022-07-03,Notes,3282.75
EV74097816,E80320166,CLM56137818,ADJ46478111,Update,Workflow step,Cancelled,2019-04-11,2024-09-08,Notes,533.48
EV85273205,E79324107,CLM79273446,ADJ85338902,Update,Workflow step,Pending,2023-12-15,2019-09-14,Notes,4615.52
EV48566331,E19781625,CLM37704731,ADJ00462811,Inspection,Workflow step,Cancelled,2019-01-05,2019-06-18,Notes,1541.73
EV42008354,E06494314,CLM19097204,ADJ58404363,Update,Workflow step,Closed,2025-05-29,2021-10-29,Notes,4866.38
EV36628376,E52518906,CLM32471739,ADJ90225178,Approval,Workflow step,Pending,2018-12-14,2024-09-13,Notes,452.56
EV72877239,E60703839,CLM66189381,ADJ72490706,Inspection,Workflow step,Pending,2024-04-07,2024-05-08,Notes,844.81
EV16390796,E00152913,CLM84770843,ADJ86719947,Inspection,Workflow step,Pending,2018-07-11,2025-11-12,Notes,2276.39
EV08715021,E53387696,CLM42099890,ADJ65184532,Inspection,Workflow step,Active,2024-03-28,2023-01-06,Notes,2808.33
EV43698790,E48405521,CLM45622487,ADJ19996828,Update,Workflow step,Active,2019-09-28,2018-06-15,Notes,3809.73
EV23678130,E43402727,CLM83571691,ADJ01995528,Inspection,Workflow step,Active,2022-07-22,2023-03-21,Notes,1853.94
EV76597200,E75766533,CLM13952208,ADJ53215301,Approval,Workflow step,Pending,2025-07-26,2021-11-30,Notes,4679.53
EV49295733,E49072912,CLM67839210,ADJ34998563,Approval,Workflow step,Pending,2021-09-28,2020-10-11,Notes,2624.95
EV13881690,E81574754,CLM29424995,ADJ39914941,Approval,Workflow step,Cancelled,2020-12-29,2024-06-05,Notes,4133.48
EV09835693,E28702999,CLM46540909,ADJ03196645,Inspection,Workflow step,Active,2020-09-10,2018-04-18,Notes,1457.22
EV48069243,E30954966,CLM09415552,ADJ69175420,Inspection,Workflow step,Cancelled,2019-04-22,2024-03-22,Notes,4455.01
EV95415945,E61601276,CLM62349165,ADJ38948594,Update,Workflow step,Cancelled,2019-01-22,2024-11-09,Notes,3492.75
EV65475193,E19433878,CLM07015885,ADJ76338701,Update,Workflow step,Closed,2024-08-18,2025-05-17,Notes,1787.08
EV34827635,E90308554,CLM93025674,ADJ71205092,Approval,Workflow step,Pending,2025-03-09,2025-03-02,Notes,1951.92
EV42176359,E86803083,CLM23049379,ADJ92974651,Inspection,Workflow step,Pending,2022-07-08,2019-09-30,Notes,4327.04
EV38683382,E54013912,CLM91009041,ADJ25624731,Inspection,Workflow step,Closed,2020-05-08,2022-07-27,Notes,2819.12
EV16393582,E37547433,CLM42068545,ADJ74492085,Inspection,Workflow step,Cancelled,2022-05-29,2022-10-26,Notes,2708.87
EV95571989,E72745373,CLM40128438,ADJ43768970,Approval,Workflow step,Active,2020-11-03,2024-10-30,Notes,2017.99
EV73499991,E75509158,CLM20520843,ADJ51244023,Update,Workflow step,Pending,2023-02-15,2020-01-20,Notes,2298.19
EV59279774,E10671927,CLM40405181,ADJ02989771,Update,Workflow step,Closed,2024-08-09,2020-04-10,Notes,1705.41
EV03103548,E97258362,CLM47287150,ADJ65786818,Update,Workflow step,Active,2019-01-13,2019-04-16,Notes,2554.71
EV93773948,E20226377,CLM23912852,ADJ31581884,Inspection,Workflow step,Pending,2018-02-07,2025-02-05,Notes,2608.36
EV80785147,E46055582,CLM31327997,ADJ78353432,Approval,Workflow step,Active,2023-08-17,2022-08-10,Notes,2512.91
EV61524596,E19974412,CLM55792659,ADJ65323646,Update,Workflow step,Cancelled,2019-03-09,2024-01-12,Notes,4414.22
EV95702443,E22472202,CLM18575725,ADJ98042529,Approval,Workflow step,Closed,2020-11-24,2025-03-11,Notes,2133.32
EV79088805,E83891162,CLM60086987,ADJ14325106,Approval,Workflow step,Closed,2023-02-21,2018-02-22,Notes,249.8
EV23667048,E24986348,CLM35620529,ADJ78395742,Approval,Workflow step,Cancelled,2021-02-21,2025-05-31,Notes,1386.39
EV90170574,E85571413,CLM35476949,ADJ76219143,Inspection,Workflow step,Active,2019-08-12,2018-01-21,Notes,159.47
EV30041599,E62524737,CLM25991992,ADJ92828492,Approval,Workflow step,Cancelled,2021-03-23,2020-07-23,Notes,3524.49
EV53841977,E41710991,CLM67420628,ADJ21867874,Inspection,Workflow step,Cancelled,2019-09-15,2021-10-29,Notes,1184.82
EV72472885,E28491480,CLM01241947,ADJ77267993,Inspection,Workflow step,Closed,2023-11-17,2020-06-23,Notes,4646.76
EV39681858,E86906544,CLM71147421,ADJ06593116,Update,Workflow step,Pending,2024-12-23,2021-03-18,Notes,2336.98
EV24380501,E27273296,CLM49217513,ADJ97727559,Inspection,Workflow step,Pending,2022-02-25,2025-06-22,Notes,1815.39
EV55348756,E65796457,CLM34332781,ADJ81203585,Inspection,Workflow step,Active,2021-01-19,2023-09-26,Notes,2678.39
EV74453767,E07494860,CLM40687673,ADJ46438486,Approval,Workflow step,Closed,2018-07-08,2019-12-21,Notes,4298.53
EV94526535,E05955889,CLM04129735,ADJ45438859,Approval,Workflow step,Cancelled,2021-08-12,2025-12-30,Notes,227.31
EV30496226,E37645500,CLM60242513,ADJ91181923,Approval,Workflow step,Cancelled,2021-10-20,2018-03-06,Notes,2715.81
EV04968617,E03401267,CLM11251056,ADJ99052746,Approval,Workflow step,Pending,2021-01-20,2024-02-28,Notes,2598.22
EV71290388,E35659372,CLM30703247,ADJ31493618,Inspection,Workflow step,Closed,2023-03-16,2022-11-20,Notes,436.85
EV04569144,E12471219,CLM49939387,ADJ18472862,Approval,Workflow step,Pending,2018-12-05,2022-11-13,Notes,1647.06
EV30348367,E92379531,CLM40931839,ADJ61680525,Inspection,Workflow step,Pending,2021-10-29,2019-07-15,Notes,4262.06
EV84237705,E95566711,CLM22338599,ADJ88428692,Approval,Workflow step,Active,2024-10-21,2025-05-07,Notes,684.73
EV22143357,E99219766,CLM79163480,ADJ86362670,Approval,Workflow step,Closed,2023-05-27,2022-08-17,Notes,1226.9
EV49608693,E34666830,CLM83685551,ADJ12408434,Inspection,Workflow step,Pending,2024-03-22,2022-06-27,Notes,2205.8
EV15672502,E64007523,CLM36608903,ADJ54026961,Inspection,Workflow step,Cancelled,2018-01-16,2021-07-22,Notes,3110.93
EV98099311,E35043188,CLM67770406,ADJ71230677,Approval,Workflow step,Active,2019-01-21,2020-01-09,Notes,3931.99
EV88131893,E17693472,CLM36156943,ADJ11801972,Inspection,Workflow step,Cancelled,2018-10-31,2019-11-20,Notes,4487.8
EV14336743,E96995457,CLM36776825,ADJ41863020,Update,Workflow step,Closed,2023-01-20,2021-03-17,Notes,2552.13
EV10964479,E97327050,CLM72903686,ADJ70713263,Inspection,Workflow step,Cancelled,2021-04-01,2025-09-06,Notes,313.39
EV91769679,E07591518,CLM98362126,ADJ83160361,Update,Workflow step,Closed,2020-04-14,2023-01-13,Notes,2276.85
EV46673191,E47578172,CLM25461276,ADJ94350903,Update,Workflow step,Active,2018-01-09,2020-11-15,Notes,4535.51
EV29099870,E50946006,CLM24468896,ADJ78517622,Inspection,Workflow step,Cancelled,2024-06-07,2019-12-29,Notes,2591.11
EV09572171,E78676077,CLM68326788,ADJ66452111,Inspection,Workflow step,Cancelled,2020-04-11,2025-04-14,Notes,3164.67
EV25086822,E29193822,CLM73320957,ADJ02156374,Approval,Workflow step,Pending,2018-06-17,2024-12-29,Notes,792.4
EV44780366,E35902765,CLM16406257,ADJ93720521,Update,Workflow step,Closed,2018-01-18,2022-02-19,Notes,694.27
EV28621882,E90987965,CLM01644901,ADJ89158090,Inspection,Workflow step,Cancelled,2020-11-26,2022-01-22,Notes,4309.76
EV62263486,E36322840,CLM26027634,ADJ56128957,Inspection,Workflow step,Closed,2021-04-05,2022-06-20,Notes,642.39
EV41439008,E08069469,CLM41154869,ADJ15319866,Update,Workflow step,Closed,2022-03-24,2023-05-21,Notes,4081.64
EV83913319,E10209573,CLM17798311,ADJ53309041,Inspection,Workflow step,Active,2023-11-19,2020-12-17,Notes,4306.87
EV92217744,E69240804,CLM03551524,ADJ14750336,Update,Workflow step,Closed,2020-02-01,2019-02-05,Notes,3672.07
EV78607030,E28115020,CLM60013218,ADJ83944044,Update,Workflow step,Cancelled,2021-02-12,2020-12-30,Notes,1354.46
EV42113071,E02301638,CLM16582510,ADJ87430251,Approval,Workflow step,Pending,2021-12-30,2021-08-27,Notes,3457.6
EV60336121,E39180195,CLM34648290,ADJ32503557,Approval,Workflow step,Pending,2019-03-10,2022-11-17,Notes,3563.96
EV07720663,E89684772,CLM77637770,ADJ03204737,Approval,Workflow step,Cancelled,2021-09-30,2021-09-22,Notes,4803.39
EV21451225,E74643973,CLM34726844,ADJ71417427,Inspection,Workflow step,Active,2019-03-24,2020-07-14,Notes,2866.18
EV19437587,E74293865,CLM97683705,ADJ71950993,Approval,Workflow step,Active,2023-09-27,2023-09-06,Notes,1234.04
EV16406204,E37547016,CLM29080986,ADJ81132942,Update,Workflow step,Closed,2023-07-09,2020-10-08,Notes,4418.22
EV64795203,E19729636,CLM57662308,ADJ97940662,Approval,Workflow step,Cancelled,2019-01-23,2024-11-18,Notes,3803.63
EV18960745,E95123019,CLM48338868,ADJ33342125,Inspection,Workflow step,Active,2019-07-19,2020-09-08,Notes,3622.91
EV87627700,E64212764,CLM93203588,ADJ36825552,Update,Workflow step,Cancelled,2021-04-29,2020-11-26,Notes,1282.53
EV34407264,E72156827,CLM80427680,ADJ51889166,Inspection,Workflow step,Pending,2021-11-26,2019-04-14,Notes,3203.42
EV90274683,E31162546,CLM11379535,ADJ25080131,Approval,Workflow step,Active,2024-05-29,2018-07-15,Notes,1502.75
EV64257802,E67632638,CLM43661577,ADJ81138375,Approval,Workflow step,Pending,2023-04-17,2025-01-18,Notes,768.15
EV28005996,E81564213,CLM11411626,ADJ63598028,Inspection,Workflow step,Cancelled,2023-11-13,2019-01-19,Notes,2442.71
EV62062060,E32558255,CLM58769833,ADJ44757353,Update,Workflow step,Active,2025-09-22,2018-01-21,Notes,3526.32
EV45975423,E92772639,CLM18224626,ADJ80318078,Approval,Workflow step,Active,2024-05-17,2023-05-05,Notes,1625.59
EV57952402,E91913697,CLM92823196,ADJ76735177,Update,Workflow step,Closed,2020-12-29,2024-10-07,Notes,428.88
EV05800648,E25977867,CLM55507719,ADJ70969670,Update,Workflow step,Cancelled,2021-03-12,2023-10-12,Notes,3233.42
EV79536093,E64460899,CLM69193507,ADJ17593185,Approval,Workflow step,Cancelled,2022-03-22,2025-03-16,Notes,1095.42
EV73074688,E64321838,CLM90733392,ADJ10477469,Inspection,Workflow step,Closed,2022-06-09,2018-05-29,Notes,3775.22
EV01630263,E78471336,CLM51807322,ADJ73855434,Update,Workflow step,Pending,2024-06-04,2020-03-15,Notes,4543.09
