policy_id,policy_number,policyholder_id,asset_id,policy_type,coverage_amount,deductible,premium_annual,effective_date,expiration_date,status,underwriter
POL96378183,P35020744,PH72053592,AST42812671,Life,51799.56,5310.17,7818.39,2021-05-24,2022-08-28,Active,UW-Team
POL71601474,P87082122,PH66183690,AST02496764,Commercial,583140.92,690.41,3012.55,2020-12-13,2023-05-04,Active,UW-Team
POL90598420,P00472085,PH54082113,AST08333946,Auto,737306.44,6158.05,7912.75,2021-04-28,2022-12-26,Cancelled,UW-Team
POL73445703,P28274648,PH28364107,AST40193777,Home,651853.13,1675.72,6471.29,2020-02-14,2018-05-28,Active,UW-Team
POL34367649,P34583347,PH62732347,AST79925199,Life,198582.73,9225.61,4523.11,2022-09-11,2019-08-31,Active,UW-Team
POL83035011,P57707753,PH20953734,AST57673617,Auto,305089.67,6567.62,12723.24,2023-07-07,2018-05-29,Pending,UW-Team
POL63782271,P19086161,PH15627394,AST87682013,Home,282615.46,8898.69,13222.35,2023-01-05,2023-05-24,Active,UW-Team
POL01903997,P27780245,PH96410363,AST87858615,Auto,440359.57,1478.16,13117.18,2019-08-25,2021-10-06,Active,UW-Team
POL50643342,P41502119,PH21959381,AST51231921,Auto,531547.26,5401.95,10325.69,2020-01-17,2018-02-24,Cancelled,UW-Team
POL24013722,P35852994,PH07906891,AST72366697,Commercial,51636.03,8037.59,5832.37,2019-11-12,2021-11-17,Closed,UW-Team
POL53511377,P59099911,PH36296030,AST11623663,Auto,397230.66,8476.03,5615.05,2021-08-24,2020-10-14,Active,UW-Team
POL04582979,P39318969,PH27349776,AST92355481,Auto,102824.33,834.16,13438.16,2023-12-15,2020-03-19,Closed,UW-Team
POL46988631,P63932137,PH83737023,AST12355190,Home,785978.9,4585.11,14970.64,2018-12-25,2023-08-30,Pending,UW-Team
POL59384907,P30939031,PH71719239,AST86090480,Commercial,779098.64,9345.46,9413.99,2022-09-13,2022-09-10,Active,UW-Team
POL62050865,P55180269,PH93193892,AST76629371,Auto,52098.63,5193.99,8626.55,2022-05-26,2024-11-14,Pending,UW-Team
POL58138074,P40283365,PH27436899,AST12852337,Auto,351007.91,8262.57,14466.71,2023-05-14,2020-01-30,Active,UW-Team
POL37547793,P44262123,PH53470536,AST49243045,Home,353713.03,7381.71,8942.58,2018-01-20,2025-05-25,Cancelled,UW-Team
POL75934591,P96102410,PH70342308,AST41536601,Auto,937600.4,2264.93,5805.88,2024-03-26,2023-10-22,Active,UW-Team
POL49106851,P17096387,PH16228059,AST89638877,Home,261942.31,6319.25,6005.61,2019-11-10,2020-06-25,Active,UW-Team
POL50213019,P48160089,PH06655657,AST31288416,Life,934233.28,7418.76,13579.72,2018-05-30,2023-06-02,Active,UW-Team
POL72020659,P16587496,PH30970317,AST20015888,Life,663544.12,5999.87,2674.54,2025-09-08,2019-09-16,Closed,UW-Team
POL19961291,P53513720,PH15068820,AST35474659,Life,904100.22,8560.46,14950.32,2025-05-07,2022-12-21,Pending,UW-Team
POL17625242,P14332260,PH18284236,AST33801440,Life,630975.44,2284.82,6073.89,2025-02-21,2022-01-10,Cancelled,UW-Team
POL87642875,P93329361,PH39568777,AST19857119,Life,776001.61,7720.57,11527.37,2018-12-28,2022-09-10,Cancelled,UW-Team
POL76648009,P49705376,PH78340009,AST84220876,Commercial,423838.55,9959.8,4127.77,2025-01-28,2025-03-26,Active,UW-Team
POL70030766,P73051302,PH21895069,AST92707504,Home,351963.85,9510.24,7043.96,2024-04-08,2018-12-29,Pending,UW-Team
POL42088005,P74966639,PH24233611,AST10564045,Life,396398.52,3859.47,9500.98,2018-04-12,2024-06-28,Pending,UW-Team
POL36824877,P15294420,PH86863465,AST42505429,Commercial,306231.25,6823.6,4282.65,2021-10-03,2018-12-28,Pending,UW-Team
POL65763468,P97825264,PH16684811,AST11195804,Life,251161.63,5422.19,4645.11,2022-09-15,2022-01-21,Cancelled,UW-Team
POL30829545,P88758593,PH41198121,AST69467831,Life,280204.98,3480.39,13572.12,2021-02-13,2022-07-04,Pending,UW-Team
POL35507130,P40223304,PH39049676,AST77370675,Commercial,538168.35,7346.14,3940.58,2022-07-15,2024-08-11,Pending,UW-Team
POL48827996,P32855730,PH15342477,AST66255659,Commercial,440863.05,5436.5,10682.02,2019-11-23,2018-10-24,Closed,UW-Team
POL31919257,P66615612,PH98731792,AST38752255,Life,975756.74,8054.95,11262.69,2020-07-02,2021-02-21,Cancelled,UW-Team
POL73564503,P52747861,PH38050375,AST96120455,Auto,949578.27,3363.06,2727.36,2022-02-06,2020-08-25,Closed,UW-Team
POL54583954,P79510118,PH62213531,AST21518974,Home,855688.64,1390.3,2151.02,2019-07-27,2022-09-19,Active,UW-Team
POL21898043,P13291055,PH75240049,AST11350107,Auto,625730.01,5069.68,10311.4,2022-06-20,2021-02-12,Closed,UW-Team
POL40473959,P53596768,PH90023870,AST52035270,Commercial,817184.19,832.08,12291.32,2025-02-24,2018-06-16,Cancelled,UW-Team
POL25923618,P56463188,PH16711022,AST52148336,Life,244988.88,2531.57,4801.58,2021-10-10,2025-04-29,Closed,UW-Team
POL94294267,P79066234,PH88764464,AST35173343,Life,403247.19,8442.45,5066.59,2019-10-10,2024-03-21,Cancelled,UW-Team
POL85618809,P75798878,PH89925314,AST50280506,Auto,791793.86,7136.47,12885.39,2019-08-29,2023-05-26,Closed,UW-Team
POL06711497,P18370042,PH97944106,AST70116262,Home,283826.46,5375.04,2625.79,2018-08-14,2021-08-08,Pending,UW-Team
POL57399869,P96988541,PH49433172,AST06558080,Home,568720.55,3245.9,8945.03,2021-06-29,2020-07-06,Cancelled,UW-Team
POL56667270,P51151292,PH05672349,AST95958000,Life,573421.64,616.12,11403.75,2018-04-16,2022-12-19,Cancelled,UW-Team
POL31875483,P59375839,PH48846545,AST95563828,Home,810239.44,6906.24,8358.29,2021-08-10,2023-01-26,Closed,UW-Team
POL38966521,P01334342,PH55233765,AST51318608,Life,170473.74,8585.38,12771.97,2022-09-16,2019-02-18,Active,UW-Team
POL71889975,P16339521,PH09169605,AST17301347,Life,285147.21,3641.46,3468.39,2024-07-10,2019-11-16,Closed,UW-Team
POL21373820,P25713547,PH14290464,AST24000191,Commercial,751957.12,6969.52,5778.89,2020-05-28,2024-12-03,Active,UW-Team
POL10576842,P57929254,PH35117589,AST93041294,Life,288200.0,8621.79,9299.92,2025-09-14,2022-06-27,Cancelled,UW-Team
POL34050785,P91290995,PH53393766,AST79082827,Commercial,415367.56,1745.29,1146.68,2025-10-21,2022-11-08,Pending,UW-Team
POL69038515,P77168864,PH20049996,AST36462973,Commercial,276660.39,3025.66,13587.7,2025-09-22,2022-11-13,Pending,UW-Team
POL79257430,P57612652,PH81291657,AST75733527,Commercial,833175.3,7337.32,5984.11,2025-12-02,2025-04-24,Active,UW-Team
POL69734090,P15441390,PH74432764,AST08850941,Home,928882.25,7470.06,5221.05,2025-11-07,2025-08-11,Closed,UW-Team
POL18048684,P32249160,PH33452563,AST01409507,Auto,908604.57,4004.31,13224.19,2019-11-12,2019-03-25,Active,UW-Team
POL33103594,P82788177,PH28482925,AST34178770,Home,948906.59,743.84,7597.28,2018-07-10,2019-02-09,Pending,UW-Team
POL55335049,P43976227,PH12544481,AST13197496,Life,756015.28,793.24,14866.7,2023-12-11,2021-12-30,Cancelled,UW-Team
POL20835653,P27481411,PH41584025,AST81795747,Auto,909910.75,8167.77,9215.34,2022-02-08,2022-08-02,Active,UW-Team
POL69581090,P81320280,PH18623697,AST23270693,Auto,190733.08,4065.01,3453.98,2023-04-25,2022-04-19,Closed,UW-Team
POL67909332,P89083963,PH94726450,AST31398318,Life,74424.48,9393.24,9901.33,2023-03-28,2021-05-28,Closed,UW-Team
POL74990639,P54095537,PH03533214,AST94296522,Life,801429.7,5074.03,14061.58,2025-01-22,2025-04-29,Closed,UW-Team
POL37316514,P22006749,PH18681135,AST98524930,Commercial,785905.95,5566.45,12198.99,2018-02-20,2024-11-30,Closed,UW-Team
POL22774773,P98428328,PH40675424,AST44294780,Commercial,663039.56,9838.51,10199.87,2023-03-10,2020-02-01,Closed,UW-Team
POL17259497,P14147059,PH04453310,AST79285923,Home,566044.5,8731.11,849.16,2022-07-16,2024-08-12,Pending,UW-Team
POL72649321,P81182303,PH04845788,AST09440029,Auto,566676.4,7504.67,12054.69,2024-11-28,2024-05-28,Pending,UW-Team
POL61487765,P06624649,PH87897254,AST65256090,Commercial,586795.89,6727.0,9190.72,2021-05-29,2022-02-10,Cancelled,UW-Team
POL98310811,P58523971,PH93662550,AST07394755,Home,593789.09,4159.28,888.99,2018-08-19,2019-08-29,Closed,UW-Team
POL39822626,P30179872,PH64862575,AST87487431,Auto,425557.45,3659.3,3935.71,2025-09-13,2018-07-23,Closed,UW-Team
POL74081569,P72640066,PH12840910,AST22570492,Auto,830100.63,5690.46,9602.78,2020-05-02,2022-05-28,Active,UW-Team
POL36886404,P26596117,PH61896063,AST74275166,Home,300995.25,6155.4,2346.2,2020-11-03,2018-09-21,Pending,UW-Team
POL95585366,P29840828,PH69418037,AST57187661,Commercial,402802.16,7406.1,12131.52,2018-05-15,2018-09-30,Active,UW-Team
POL38383441,P34210351,PH82070080,AST09962159,Home,522092.75,2379.1,1048.11,2021-12-27,2024-02-04,Pending,UW-Team
POL15628792,P99564047,PH49219394,AST99932946,Auto,384180.41,8371.96,12460.1,2020-03-30,2024-11-13,Active,UW-Team
POL81609206,P45744285,PH32147579,AST77590528,Life,344113.85,2322.35,3883.41,2025-08-09,2024-07-17,Active,UW-Team
POL41385933,P59567204,PH63313660,AST12896044,Home,811688.37,8256.01,7792.82,2024-07-07,2019-03-15,Cancelled,UW-Team
POL27937934,P13600024,PH73228189,AST24491959,Life,542986.51,8358.45,10108.08,2025-04-22,2023-08-29,Active,UW-Team
POL61836330,P90460615,PH47604741,AST81637506,Life,385013.84,9846.74,10080.12,2020-09-26,2021-04-19,Active,UW-Team
POL92727347,P16625837,PH45775164,AST13599364,Commercial,763779.17,5237.19,3583.65,2025-01-27,2018-05-08,Cancelled,UW-Team
POL07028874,P27334999,PH43130442,AST89998828,Auto,351034.36,2670.6,971.61,2022-05-28,2021-03-15,Pending,UW-Team
POL29867245,P39044961,PH58302265,AST21838226,Commercial,805270.7,7037.65,5285.31,2023-03-13,2018-03-26,Pending,UW-Team
POL48643063,P68670770,PH77586627,AST36683809,Auto,839711.71,4892.08,870.92,2019-05-13,2024-08-29,Cancelled,UW-Team
POL79774789,P15305819,PH57428863,AST30067008,Life,264158.65,3779.02,1821.38,2022-05-29,2018-06-25,Closed,UW-Team
POL80944321,P70050335,PH42453259,AST48601095,Commercial,183586.43,5350.42,11409.09,2022-10-19,2019-08-26,Active,UW-Team
POL11742941,P48016620,PH02364288,AST68495672,Life,602115.82,3493.68,14639.46,2018-10-14,2022-12-24,Closed,UW-Team
POL50501052,P40162788,PH38284398,AST79833443,Home,251067.99,2977.27,14937.99,2020-05-29,2020-09-23,Cancelled,UW-Team
POL85403553,P61723322,PH50019124,AST62065211,Home,947626.32,4531.11,10971.19,2022-11-02,2021-08-27,Active,UW-Team
POL79410125,P91082711,PH67632504,AST80723423,Auto,354894.0,8366.22,5608.46,2024-11-15,2024-10-17,Cancelled,UW-Team
POL13495774,P19900115,PH16160824,AST56967228,Auto,554177.89,9544.05,13001.23,2019-08-22,2022-03-22,Active,UW-Team
POL61671113,P53217371,PH07759972,AST04007432,Auto,703229.45,8984.44,6653.23,2019-12-17,2022-10-20,Cancelled,UW-Team
POL22397518,P47083216,PH31933785,AST69306745,Commercial,242400.32,5053.2,6133.92,2020-09-05,2023-08-02,Pending,UW-Team
POL89068174,P10247677,PH60404998,AST97062016,Home,649304.58,1119.17,12729.91,2021-12-20,2021-05-23,Active,UW-Team
POL87927639,P26842828,PH22098397,AST51938498,Home,796476.69,1663.9,8868.76,2023-04-03,2019-01-14,Closed,UW-Team
POL09753892,P28994067,PH98978313,AST10674959,Commercial,597633.68,5762.14,11897.37,2021-06-16,2018-07-07,Active,UW-Team
POL60730541,P21418766,PH19163324,AST16916278,Life,736146.81,7604.83,2487.86,2021-07-30,2018-07-29,Closed,UW-Team
POL77992389,P41342532,PH69712487,AST34802062,Home,151389.83,9483.71,13890.25,2018-02-26,2020-03-09,Active,UW-Team
POL57219100,P43868271,PH05875173,AST17394548,Commercial,601389.5,6942.68,1506.03,2020-01-05,2023-11-16,Closed,UW-Team
POL36046753,P28995275,PH49487125,AST53973339,Commercial,822638.67,8408.1,4905.05,2025-02-03,2020-06-20,Active,UW-Team
POL83668956,P57168336,PH27030506,AST34313994,Home,659044.96,7607.32,10118.75,2025-10-14,2018-07-25,Cancelled,UW-Team
POL33037027,P70962686,PH26660445,AST43228199,Commercial,209704.3,4245.09,11542.33,2020-07-07,2025-12-25,Closed,UW-Team
POL10169710,P28894104,PH21735369,AST36836481,Commercial,951863.16,1101.06,1772.5,2025-04-05,2018-06-29,Active,UW-Team
POL70135128,P19285024,PH37808331,AST17251142,Home,897459.12,9289.97,7206.4,2020-07-27,2024-09-06,Pending,UW-Team
POL49764786,P34163416,PH17396325,AST54534240,Auto,998692.07,7946.82,2007.92,2023-12-17,2023-08-03,Pending,UW-Team
POL43154803,P16515739,PH07785940,AST11883240,Home,499035.62,5549.72,10898.21,2022-06-23,2022-02-09,Pending,UW-Team
POL09571706,P44861470,PH28293930,AST69923448,Commercial,392377.07,9096.41,1896.02,2023-05-29,2019-08-24,Active,UW-Team
POL49441437,P77859855,PH63027397,AST26497007,Auto,178655.53,7369.91,977.37,2022-04-16,2019-06-20,Closed,UW-Team
POL90942514,P32193645,PH19451614,AST76627890,Life,743869.28,2259.2,12458.28,2021-08-16,2020-08-11,Active,UW-Team
POL73401180,P79804634,PH28132973,AST86875135,Commercial,746942.68,7140.33,13236.79,2020-07-13,2023-10-23,Closed,UW-Team
POL56744423,P21890113,PH08805451,AST71325773,Commercial,477716.44,5653.5,8606.69,2019-07-14,2022-06-01,Closed,UW-Team
POL38162685,P92250931,PH21769483,AST70176535,Auto,901248.62,9117.24,1887.32,2025-11-04,2018-08-19,Active,UW-Team
POL53557091,P11451514,PH58782851,AST98008138,Home,972733.11,4400.22,2001.78,2022-12-19,2024-08-17,Pending,UW-Team
POL70994148,P86354331,PH55797927,AST88491778,Auto,931339.11,7756.18,10682.61,2019-12-07,2025-03-28,Closed,UW-Team
POL63692257,P06753677,PH32127770,AST99345397,Auto,951870.92,2120.27,13557.36,2025-10-03,2019-08-02,Cancelled,UW-Team
POL04252073,P66820804,PH83951816,AST93014121,Commercial,799689.1,3669.65,5693.18,2024-04-06,2022-12-05,Closed,UW-Team
POL43713355,P70578063,PH80082459,AST07531812,Auto,731376.54,6173.19,5510.06,2024-01-27,2020-11-29,Cancelled,UW-Team
POL67970695,P82571471,PH57063149,AST19080089,Home,199577.75,710.85,2304.65,2025-08-04,2024-12-14,Cancelled,UW-Team
POL10095699,P66112291,PH48871170,AST68969759,Home,363827.34,7434.95,9841.43,2021-09-01,2023-06-07,Cancelled,UW-Team
POL09970063,P07659378,PH43955749,AST08544618,Commercial,618897.63,6537.92,8842.13,2025-06-28,2020-05-08,Active,UW-Team
POL47016540,P76423115,PH07946085,AST48012519,Home,216572.12,8437.05,5053.03,2019-07-14,2022-02-26,Closed,UW-Team
POL55516097,P92195688,PH08776461,AST13039121,Life,84618.22,967.43,4076.44,2020-03-10,2024-05-06,Pending,UW-Team
POL39967828,P66078481,PH20411962,AST45066442,Life,225795.26,9535.78,7680.3,2023-09-30,2018-10-10,Active,UW-Team
POL53251713,P82946621,PH18145514,AST35474659,Auto,319866.39,5442.37,7233.72,2024-03-31,2023-10-13,Cancelled,UW-Team
POL05047377,P56311053,PH98423550,AST58628990,Auto,973496.32,1859.16,3746.61,2021-03-01,2019-03-26,Pending,UW-Team
POL21604089,P50927669,PH07446536,AST38858076,Auto,786432.2,7665.62,8148.97,2022-11-09,2022-05-22,Closed,UW-Team
POL76453250,P35117357,PH76899888,AST90083722,Home,819102.98,6308.72,8338.59,2019-11-16,2020-04-29,Closed,UW-Team
POL27245556,P63371036,PH69324441,AST88625185,Auto,809202.76,8977.6,7579.84,2021-08-26,2025-12-27,Active,UW-Team
POL94290464,P30244754,PH77366280,AST71441970,Life,405028.22,4698.12,2674.71,2021-05-09,2022-08-26,Cancelled,UW-Team
POL46122143,P23564418,PH89138612,AST28141613,Home,992953.41,4023.28,8100.98,2020-07-11,2025-07-17,Cancelled,UW-Team
POL87695360,P00740663,PH16909088,AST20698718,Home,140743.19,505.82,12020.84,2018-11-30,2019-11-20,Cancelled,UW-Team
POL87979402,P73384514,PH60722609,AST64515629,Commercial,910507.26,4207.6,826.18,2018-06-23,2018-10-03,Cancelled,UW-Team
POL61364510,P29487096,PH58869267,AST20607215,Auto,277532.37,789.65,10378.28,2023-11-05,2023-04-19,Cancelled,UW-Team
POL16728735,P40947891,PH73204038,AST82873473,Auto,228119.05,2521.7,11123.19,2024-06-06,2024-02-29,Active,UW-Team
POL46229324,P30206009,PH39680236,AST72829714,Commercial,192075.43,7771.25,5952.84,2019-10-31,2023-01-04,Active,UW-Team
POL77739462,P97609724,PH29755688,AST34081291,Home,817164.97,1874.83,14070.56,2024-03-04,2024-07-09,Cancelled,UW-Team
POL12745864,P60047413,PH05815145,AST65198983,Home,405269.4,5578.52,2551.06,2019-04-03,2019-06-17,Active,UW-Team
POL68366600,P36675764,PH30730304,AST76577302,Auto,506808.12,5271.08,3712.58,2022-01-29,2018-11-28,Closed,UW-Team
POL39403621,P43547012,PH58351214,AST73636165,Home,202343.1,3993.23,7172.45,2019-10-06,2023-01-30,Cancelled,UW-Team
POL77659663,P39324989,PH78304275,AST09962159,Auto,755614.09,4371.43,10861.6,2018-07-19,2023-10-09,Active,UW-Team
POL82677229,P43070123,PH25396976,AST16733966,Home,392730.74,4441.57,10931.19,2023-09-30,2019-06-15,Active,UW-Team
POL76888126,P68661359,PH73077476,AST93803254,Home,670553.4,7085.03,2874.46,2022-07-20,2023-04-02,Pending,UW-Team
POL06731994,P07264674,PH82577868,AST38686173,Auto,573415.43,5658.92,12782.3,2018-06-02,2019-07-31,Closed,UW-Team
POL52965940,P47030410,PH85676262,AST23509458,Life,556174.95,1619.11,8637.44,2024-12-17,2023-11-07,Pending,UW-Team
POL26793203,P78183788,PH93208019,AST27069396,Commercial,570659.78,2994.15,14199.84,2023-05-22,2018-08-05,Pending,UW-Team
POL78059797,P56998680,PH15130465,AST84864316,Life,58838.92,1866.9,9582.66,2022-10-31,2020-02-13,Cancelled,UW-Team
POL70102185,P21284663,PH55189394,AST67558133,Auto,627994.76,3562.35,5878.02,2024-08-27,2020-03-31,Active,UW-Team
POL81273711,P21002180,PH82821915,AST94515808,Home,117713.14,9724.44,14672.9,2020-07-05,2021-05-30,Pending,UW-Team
POL63320509,P00571444,PH41103718,AST71904946,Auto,212062.17,3585.69,2567.05,2020-06-05,2022-02-03,Cancelled,UW-Team
POL67405917,P95532673,PH51632688,AST78452361,Life,990427.43,5044.07,8149.68,2025-01-30,2021-03-10,Active,UW-Team
POL72575252,P41159407,PH36478389,AST85808750,Home,174118.79,2390.66,11595.13,2025-12-15,2022-12-07,Pending,UW-Team
POL77308683,P97689212,PH16581317,AST92543225,Commercial,947406.05,8590.17,8132.94,2023-08-15,2021-09-02,Pending,UW-Team
POL10185442,P58362418,PH76489739,AST92095016,Auto,504459.68,7243.16,7793.55,2021-11-12,2021-02-28,Closed,UW-Team
POL98744988,P46135968,PH91941072,AST98610546,Auto,188402.72,1532.59,9564.99,2023-05-01,2020-11-09,Pending,UW-Team
POL26358105,P25917020,PH79222278,AST04694743,Life,804366.66,9643.81,12226.95,2021-08-18,2018-10-03,Active,UW-Team
POL94013311,P29279511,PH51827101,AST23729526,Home,115542.55,8578.99,8282.52,2021-06-17,2025-10-11,Closed,UW-Team
POL53047335,P77439016,PH56315268,AST50425431,Commercial,955323.07,7248.42,6727.27,2022-12-26,2023-08-12,Cancelled,UW-Team
POL49716405,P19391012,PH71859026,AST35040920,Home,165454.69,6227.13,11546.29,2018-02-08,2020-09-14,Pending,UW-Team
POL79141716,P01021700,PH80797228,AST69969573,Life,627444.95,7999.42,3485.59,2020-10-15,2023-02-27,Closed,UW-Team
POL02452354,P92200655,PH30347255,AST70704661,Life,555565.56,6488.21,8301.85,2019-12-16,2023-02-19,Cancelled,UW-Team
POL99813587,P48352952,PH68804059,AST51126075,Auto,771010.32,4995.0,1157.65,2020-03-28,2024-09-23,Closed,UW-Team
POL88612409,P94901346,PH82679796,AST07900715,Home,549443.76,8144.13,14654.28,2019-01-07,2021-01-16,Pending,UW-Team
POL12013161,P98622178,PH87837874,AST99774506,Commercial,279742.68,7471.93,14414.8,2019-06-16,2021-03-03,Pending,UW-Team
POL94342553,P40114991,PH93655086,AST26959696,Commercial,668749.7,6647.53,14667.85,2020-12-05,2022-12-11,Pending,UW-Team
POL82953182,P78268645,PH25752425,AST51420892,Commercial,295283.35,1076.3,1463.91,2021-10-13,2020-04-08,Pending,UW-Team
POL96366837,P52913893,PH76122774,AST43339639,Auto,546399.0,4031.24,14005.61,2020-01-06,2025-06-21,Pending,UW-Team
POL87183198,P59609011,PH11155147,AST18052525,Life,512127.66,3416.46,4368.94,2023-07-23,2025-03-13,Cancelled,UW-Team
POL76334479,P18813603,PH14402646,AST67334492,Life,312113.42,8893.93,3352.97,2021-03-19,2019-08-24,Closed,UW-Team
POL02775415,P26237178,PH20229753,AST90682795,Home,194184.84,2568.58,8188.0,2022-03-25,2018-07-26,Pending,UW-Team
POL94318948,P25716683,PH46383347,AST71230447,Auto,646461.3,9096.14,9353.56,2022-05-04,2021-05-17,Closed,UW-Team
POL21119439,P72646506,PH75454122,AST62041783,Commercial,830961.02,3588.75,12791.81,2025-06-18,2023-05-04,Pending,UW-Team
POL10709374,P90187849,PH25617088,AST08400667,Home,735290.82,798.24,10052.34,2021-09-14,2024-12-26,Closed,UW-Team
POL94676278,P76735202,PH97831126,AST59054010,Home,919533.62,8329.79,3623.77,2019-02-10,2023-11-18,Pending,UW-Team
POL67510679,P96198146,PH45391182,AST48679084,Home,912607.05,9086.83,3341.68,2023-10-05,2022-03-11,Active,UW-Team
POL29009320,P69397227,PH41112754,AST54145134,Home,982806.58,1575.97,1920.48,2024-12-14,2023-11-18,Pending,UW-Team
POL88929427,P66597189,PH77379226,AST78452261,Auto,69866.65,6042.42,7379.82,2025-12-27,2025-06-12,Pending,UW-Team
POL02887448,P49930709,PH81792839,AST20864941,Life,784122.92,7136.17,13486.55,2023-11-22,2024-01-17,Cancelled,UW-Team
POL71934525,P82787567,PH00442115,AST99836424,Life,957088.58,5865.54,5105.22,2021-09-18,2018-03-17,Active,UW-Team
POL01670381,P66114468,PH66502193,AST33623920,Auto,978386.4,9141.49,14203.06,2025-11-13,2018-12-31,Active,UW-Team
POL07142823,P51923383,PH07592795,AST06014572,Commercial,634053.83,6002.99,10273.99,2021-01-22,2019-08-29,Closed,UW-Team
POL64686734,P54522254,PH51379581,AST09934207,Life,714828.86,4643.29,14264.05,2023-12-29,2021-11-22,Pending,UW-Team
POL55137112,P05875756,PH36854751,AST09405594,Life,156376.27,9504.41,8719.14,2018-11-06,2025-05-11,Active,UW-Team
POL67443911,P04574208,PH14703157,AST73542526,Home,144393.87,1938.08,11917.72,2022-09-16,2025-10-25,Pending,UW-Team
POL37072282,P59071059,PH24747598,AST22408971,Auto,130126.69,5668.34,5785.13,2022-01-04,2023-10-11,Pending,UW-Team
