claim_id,claim_number,policy_id,policyholder_id,asset_id,adjuster_id,office_id,claim_type,description,incident_date,filed_date,status,estimated_loss,approved_amount,priority,incident_latitude,incident_longitude
CLM25717567,C17024257,POL15430356,PH51036964,AST80229220,ADJ21249914,OFF87703634,Fire,Claim event,2019-01-22,2025-03-20,Closed,102116.4,105384.43,Low,41.165436,-75.98461
CLM61145037,C12801799,POL24001012,PH88041071,AST52138834,ADJ71390069,OFF81999902,Collision,Claim event,2024-11-20,2019-04-22,Active,20691.43,86760.51,Low,39.888205,-118.958164
CLM58673582,C79389353,POL70448760,PH56089539,AST32569463,ADJ21244463,OFF40529937,Liability,Claim event,2019-04-11,2022-03-01,Active,170434.85,100967.89,Low,33.370459,-88.568173
CLM79368061,C99921817,POL45000073,PH64096060,AST90604875,ADJ89046840,OFF08963521,Flood,Claim event,2020-10-16,2025-01-19,Pending,174564.97,58066.73,Low,35.355209,-114.763074
CLM52541521,C11638008,POL34036156,PH35895552,AST93014121,ADJ35346736,OFF02068164,Liability,Claim event,2018-10-08,2024-12-19,Closed,198287.65,1628.02,Medium,43.861586,-70.369331
CLM47966841,C16798756,POL50489723,PH70307639,AST94725042,ADJ56789409,OFF14075149,Flood,Claim event,2023-11-14,2023-04-08,Cancelled,69400.88,77907.84,Medium,34.101507,-73.641681
CLM46589958,C47981342,POL88154154,PH02141950,AST36583804,ADJ88812669,OFF97118097,Fire,Claim event,2022-06-29,2022-12-11,Active,180624.75,78536.5,High,33.885864,-91.607018
CLM36563032,C60341866,POL67803931,PH22911671,AST76385876,ADJ42225277,OFF57107621,Liability,Claim event,2023-06-09,2020-08-03,Active,100749.71,68517.89,Low,30.684983,-75.542309
CLM80332349,C36120047,POL09548432,PH27598801,AST09361396,ADJ50864754,OFF38129784,Liability,Claim event,2024-12-22,2018-11-08,Pending,196341.32,96197.96,Medium,34.070332,-107.794957
CLM57224505,C72828072,POL93357448,PH57583383,AST79220180,ADJ74896246,OFF95390879,Liability,Claim event,2023-07-14,2023-08-24,Cancelled,15326.4,1478.93,High,29.950712,-108.392781
CLM52919760,C94402622,POL96299075,PH67709731,AST92762771,ADJ29214056,OFF39946940,Fire,Claim event,2024-03-22,2025-08-24,Pending,62259.78,56412.37,High,39.995593,-67.460548
CLM66668357,C79896117,POL67529694,PH06787417,AST50467651,ADJ49661506,OFF07424331,Fire,Claim event,2024-02-05,2021-08-11,Cancelled,129979.43,142523.36,Medium,46.100439,-77.635366
CLM18720052,C98977775,POL74623859,PH86871184,AST22132921,ADJ20282343,OFF82862064,Theft,Claim event,2019-06-16,2023-02-10,Active,99093.65,55037.7,Low,32.247359,-88.471181
CLM68326788,C47341215,POL16817645,PH57941230,AST07715207,ADJ64461853,OFF55634961,Collision,Claim event,2024-08-17,2024-06-01,Active,154979.43,110686.85,Medium,35.588257,-111.451235
CLM09736884,C66451119,POL01107503,PH49036994,AST06920908,ADJ57600865,OFF20975940,Fire,Claim event,2019-04-29,2021-07-07,Pending,159314.23,73767.38,Low,26.790543,-102.63956
CLM89611690,C91440438,POL28616669,PH16610783,AST27887819,ADJ90862536,OFF48335849,Collision,Claim event,2023-02-22,2023-02-06,Active,79191.21,56043.57,Low,28.579081,-75.972443
CLM98040889,C30736323,POL02007323,PH72891655,AST04782004,ADJ75352235,OFF31993563,Fire,Claim event,2019-05-13,2024-05-31,Active,1313.75,145233.85,Low,37.465113,-72.210215
CLM17378680,C37780800,POL99160686,PH94019043,AST43883775,ADJ02589846,OFF00003196,Flood,Claim event,2019-07-21,2018-10-31,Cancelled,64798.66,84488.04,High,41.706317,-73.759543
CLM58769833,C48402286,POL05491600,PH57871521,AST84831490,ADJ02186781,OFF04498877,Fire,Claim event,2021-02-12,2018-11-15,Pending,102054.09,94300.48,Low,36.536958,-71.28983
CLM64949593,C59999719,POL13434252,PH57279742,AST66931171,ADJ56434364,OFF16226193,Theft,Claim event,2020-11-30,2020-10-28,Cancelled,2943.22,140357.68,Low,32.177986,-74.184732
CLM36356879,C88165026,POL85123774,PH54355694,AST22046844,ADJ31684956,OFF37356908,Fire,Claim event,2021-09-22,2022-06-18,Active,185007.33,2398.76,Medium,26.492053,-101.14689
CLM88560476,C69046716,POL07367578,PH30403628,AST14839565,ADJ45879526,OFF20824528,Liability,Claim event,2023-08-23,2021-09-10,Pending,131636.38,15518.83,Low,33.593838,-88.250386
CLM03572328,C85260450,POL57925282,PH69661140,AST65721612,ADJ97299994,OFF75263108,Collision,Claim event,2024-10-13,2018-11-02,Pending,108911.37,61970.93,Low,44.323806,-97.991053
CLM75483616,C70952525,POL16850185,PH66031137,AST55125734,ADJ07902518,OFF12431523,Theft,Claim event,2021-09-25,2024-04-14,Cancelled,190925.18,141235.5,Low,29.095912,-123.144695
CLM14179278,C27245550,POL81134582,PH34812713,AST03704837,ADJ30601187,OFF34740256,Collision,Claim event,2025-12-09,2021-07-28,Active,69274.63,55214.72,High,30.006857,-110.901239
CLM67795410,C21069996,POL97932757,PH33815137,AST91391540,ADJ60309723,OFF74513037,Flood,Claim event,2019-01-18,2018-12-06,Closed,19357.87,28332.5,Low,32.033783,-89.603342
CLM01848384,C51828583,POL92019362,PH60164167,AST60810681,ADJ31915826,OFF72641018,Liability,Claim event,2021-08-14,2022-04-11,Active,86192.32,91632.36,Low,41.80552,-94.307605
CLM69962778,C08679136,POL80382104,PH11257663,AST58329380,ADJ19499711,OFF58597001,Theft,Claim event,2020-01-24,2020-09-27,Closed,197707.09,27265.42,High,46.28206,-85.218622
CLM94114614,C69526444,POL02127800,PH18034134,AST77817528,ADJ24173354,OFF44279257,Flood,Claim event,2023-01-16,2022-12-13,Pending,66565.89,124054.81,Low,28.905272,-97.837638
CLM15031994,C39891368,POL85296870,PH45144119,AST71691279,ADJ32221744,OFF77638571,Theft,Claim event,2024-05-21,2024-03-06,Cancelled,11522.09,105485.79,High,38.093653,-74.364929
CLM29080986,C59331425,POL53333950,PH20049996,AST56827643,ADJ28401122,OFF01927148,Liability,Claim event,2022-05-11,2022-12-29,Cancelled,84792.58,68203.54,Medium,31.898885,-72.408307
CLM90339990,C62217786,POL79919595,PH16560691,AST92063155,ADJ16667755,OFF40162385,Fire,Claim event,2022-03-30,2019-05-12,Cancelled,30372.98,123331.96,Low,37.946002,-71.403793
CLM61328003,C53743408,POL88892543,PH91308368,AST66622959,ADJ83760050,OFF99949223,Flood,Claim event,2021-03-08,2024-07-08,Active,60755.21,6748.38,High,28.444984,-82.367226
CLM44545454,C11271090,POL58021238,PH32318457,AST64362970,ADJ46978562,OFF39403391,Flood,Claim event,2018-12-19,2025-07-12,Closed,73541.74,119898.81,Low,35.892266,-116.936759
CLM50372757,C37654076,POL39174759,PH73285969,AST99281839,ADJ57437076,OFF54363434,Theft,Claim event,2020-04-21,2022-10-14,Cancelled,84867.1,116465.74,Low,43.894639,-80.733129
CLM22797014,C61402323,POL63703817,PH38598907,AST32771372,ADJ35557860,OFF77751611,Liability,Claim event,2018-04-15,2020-10-18,Closed,13007.98,120320.78,Medium,43.054735,-70.619726
CLM92373039,C34873449,POL17741731,PH39222980,AST58585231,ADJ51117559,OFF27686867,Flood,Claim event,2020-07-31,2018-01-28,Active,178643.46,8027.67,Low,34.317161,-86.946377
CLM33967012,C82576940,POL04872404,PH60762864,AST89326116,ADJ78592730,OFF96629016,Flood,Claim event,2019-01-11,2025-05-14,Active,18410.12,72436.01,Medium,25.170928,-97.932454
CLM96197802,C88086110,POL42747144,PH60625682,AST59077241,ADJ99097684,OFF35916897,Collision,Claim event,2018-01-03,2021-10-25,Pending,31533.44,84306.9,Low,47.984693,-98.921615
CLM20988819,C80735336,POL86271805,PH74519409,AST53503412,ADJ64529737,OFF58211712,Liability,Claim event,2023-01-10,2018-05-01,Pending,110201.63,32091.88,High,26.698966,-108.267018
CLM51054854,C64841081,POL22804029,PH39311250,AST60279728,ADJ19940669,OFF11540866,Fire,Claim event,2020-05-23,2018-10-09,Pending,168048.07,98760.18,Low,30.759512,-97.980927
CLM85453389,C46603001,POL41295903,PH61473417,AST08106953,ADJ51649663,OFF18497558,Fire,Claim event,2019-03-31,2019-02-13,Pending,194304.89,106918.09,High,25.027213,-96.866559
CLM46924450,C86167496,POL94973764,PH37464579,AST87042837,ADJ17264523,OFF09501389,Theft,Claim event,2022-08-26,2024-03-15,Pending,6802.5,52172.3,Low,44.379777,-108.907532
CLM15926752,C61155603,POL48491064,PH93244750,AST72206096,ADJ70456412,OFF72045455,Fire,Claim event,2025-02-19,2018-03-04,Active,63290.09,95092.04,Medium,28.693097,-98.53464
CLM70030091,C21133554,POL42391104,PH56282197,AST37255964,ADJ69433052,OFF89581747,Liability,Claim event,2022-11-05,2022-09-14,Pending,59085.86,58521.3,Medium,38.072165,-96.554075
CLM37660310,C61764607,POL09494766,PH00212413,AST70996998,ADJ43197196,OFF02919775,Theft,Claim event,2025-05-09,2022-10-24,Active,48588.78,18416.77,Medium,40.719848,-122.418552
CLM83557991,C29990455,POL52558943,PH67412550,AST37487707,ADJ60442813,OFF09334800,Fire,Claim event,2020-10-25,2024-04-30,Pending,180188.32,5954.92,Low,41.845731,-80.644265
CLM39381179,C21142618,POL03869885,PH70179908,AST17945197,ADJ42425032,OFF56469799,Theft,Claim event,2020-01-13,2019-05-09,Cancelled,34970.27,35393.47,Low,46.172102,-77.184538
CLM12266694,C09730432,POL83166216,PH90029591,AST06239198,ADJ78170617,OFF44511467,Liability,Claim event,2024-10-05,2022-01-01,Cancelled,53460.23,70766.38,Medium,46.321152,-120.931374
CLM90234647,C38896831,POL73136038,PH51055140,AST52898337,ADJ09416328,OFF50412659,Collision,Claim event,2024-10-04,2018-09-30,Closed,107287.55,92680.87,High,36.285662,-104.871711
CLM91692256,C03685211,POL16280398,PH32608857,AST92543225,ADJ59514245,OFF03765353,Flood,Claim event,2024-08-09,2021-07-27,Active,15166.28,2966.27,Medium,25.582733,-98.817958
CLM92198739,C40199778,POL23259700,PH50367126,AST71139706,ADJ07511009,OFF95229234,Liability,Claim event,2024-11-04,2023-03-15,Active,79434.0,67793.19,Medium,40.891615,-89.89817
CLM68398657,C82118924,POL27347205,PH90947842,AST96563947,ADJ38571744,OFF81796678,Fire,Claim event,2023-12-28,2025-09-20,Closed,106214.28,49749.35,High,43.854021,-100.248661
CLM53166708,C35319285,POL52935894,PH57115487,AST84331285,ADJ45601973,OFF13490131,Liability,Claim event,2019-05-09,2019-04-29,Cancelled,32753.99,134337.89,High,35.03832,-114.261751
CLM70368690,C15015193,POL19616833,PH38181836,AST46980268,ADJ99926042,OFF35422088,Collision,Claim event,2018-02-05,2021-04-15,Pending,153276.5,89161.27,Medium,26.83012,-84.690752
CLM11698519,C91646227,POL42256563,PH43435221,AST19772900,ADJ55830527,OFF71941094,Fire,Claim event,2023-10-17,2021-07-09,Closed,169827.49,102392.43,Low,27.748856,-102.746005
CLM02431146,C49659099,POL91952693,PH36407249,AST43143912,ADJ95398421,OFF66023327,Fire,Claim event,2025-03-15,2018-09-08,Active,132697.11,60761.83,High,27.665566,-78.518322
CLM73937044,C64830405,POL49649805,PH24630400,AST56389905,ADJ85198224,OFF65646135,Fire,Claim event,2021-05-29,2020-02-07,Closed,12259.86,134229.88,High,46.500421,-112.033255
CLM63718770,C42707970,POL12502247,PH31459378,AST73371319,ADJ33418964,OFF85164972,Liability,Claim event,2024-09-26,2021-03-12,Closed,49390.3,14854.45,Low,46.590735,-106.516056
CLM86047726,C28642661,POL48643063,PH28364107,AST97951959,ADJ92712477,OFF37716691,Collision,Claim event,2022-07-31,2019-10-20,Pending,91689.21,44393.37,Low,47.093614,-116.44564
CLM68637915,C76189882,POL36277582,PH23610713,AST82075866,ADJ05655654,OFF43097915,Collision,Claim event,2019-11-04,2023-01-16,Active,28339.3,43692.27,High,39.27376,-88.378163
CLM11422196,C39939922,POL95642214,PH09050208,AST08572404,ADJ88638756,OFF23034913,Liability,Claim event,2018-03-15,2025-04-27,Cancelled,51088.09,139289.25,Low,32.259888,-117.835503
CLM53196117,C41254670,POL83589737,PH20103336,AST37805708,ADJ12285236,OFF35179661,Collision,Claim event,2020-06-19,2019-09-23,Cancelled,78666.7,129091.19,Low,41.836952,-122.807547
CLM79468965,C86953512,POL28319053,PH58934013,AST72107699,ADJ29760618,OFF59627507,Liability,Claim event,2024-04-28,2025-09-09,Active,68054.58,112236.95,High,46.013063,-74.844009
CLM02338732,C74756370,POL63409121,PH38823330,AST88722213,ADJ30028801,OFF42988413,Collision,Claim event,2019-08-25,2022-10-04,Pending,60114.85,126039.92,High,31.407386,-94.78697
CLM93852677,C13784673,POL72345917,PH36296030,AST23671384,ADJ67033886,OFF06576025,Fire,Claim event,2023-01-24,2018-12-08,Closed,172051.38,114878.19,High,43.720998,-70.623356
CLM31751549,C23883566,POL76811576,PH58837088,AST74261776,ADJ58404207,OFF08270961,Theft,Claim event,2019-03-26,2020-07-17,Active,161592.71,26749.33,High,36.694636,-69.082647
CLM21890927,C17299833,POL30819735,PH25942283,AST13530046,ADJ55755045,OFF00099105,Fire,Claim event,2024-05-11,2023-01-24,Pending,29021.1,48617.22,Low,33.198568,-70.176674
CLM79435967,C07926455,POL93267435,PH35882688,AST84938248,ADJ31408756,OFF99416538,Flood,Claim event,2024-09-02,2022-07-09,Cancelled,173332.15,58502.81,Low,31.96564,-92.240167
CLM56402175,C34288505,POL50191114,PH77492657,AST05096889,ADJ34547074,OFF26974155,Flood,Claim event,2025-01-31,2021-02-23,Closed,138480.07,84063.14,Medium,34.086464,-103.883676
CLM73907876,C74600801,POL69172276,PH07982732,AST07895251,ADJ79769315,OFF18905150,Theft,Claim event,2021-10-02,2024-08-25,Active,57579.49,107801.08,Low,31.359475,-112.838633
CLM49939387,C31862297,POL27637260,PH04688753,AST95998518,ADJ10151982,OFF07623597,Fire,Claim event,2018-05-27,2025-02-09,Active,78894.51,27470.98,Medium,42.38942,-84.156554
CLM30196029,C80998856,POL02423085,PH11456786,AST58197635,ADJ14252594,OFF32944433,Liability,Claim event,2021-03-18,2019-02-06,Pending,22857.66,82752.43,Medium,40.609499,-96.223105
CLM51416751,C18172266,POL07609004,PH32072243,AST12320571,ADJ09159038,OFF36044959,Liability,Claim event,2018-02-12,2022-08-31,Active,33210.94,111190.19,Medium,44.329135,-67.098214
CLM07209417,C19579764,POL52521476,PH67484914,AST04220340,ADJ53011342,OFF14467923,Theft,Claim event,2022-03-13,2025-08-02,Cancelled,115271.01,117285.96,Medium,42.086994,-122.746977
CLM73899867,C89857286,POL60235826,PH14837812,AST69144927,ADJ61801654,OFF37487916,Liability,Claim event,2024-04-18,2018-10-26,Active,157064.47,29652.39,Low,39.442235,-87.926349
CLM65018675,C20298043,POL41824830,PH77288295,AST51640862,ADJ83570590,OFF11485143,Collision,Claim event,2020-10-23,2023-07-31,Closed,156688.77,59710.48,Low,40.469817,-109.450004
CLM39931328,C05637780,POL10312177,PH13043961,AST42663452,ADJ88580852,OFF37082368,Fire,Claim event,2022-11-13,2020-11-09,Pending,76347.76,146945.26,Medium,45.731507,-114.303486
CLM48818884,C84130054,POL70982069,PH47848610,AST14372669,ADJ41264101,OFF51934573,Flood,Claim event,2021-06-13,2025-07-15,Active,181071.95,52821.1,Low,34.358014,-73.848555
CLM79023429,C36873843,POL42998806,PH67226843,AST96674194,ADJ03967447,OFF64307623,Theft,Claim event,2021-08-31,2024-08-02,Active,185583.62,138664.12,Medium,29.592755,-115.245739
CLM27105572,C87744853,POL17817722,PH79827942,AST21403540,ADJ26559498,OFF92865937,Fire,Claim event,2021-07-03,2024-01-27,Closed,50788.85,9560.49,High,25.033416,-87.889437
CLM16189693,C96003182,POL90274212,PH41731926,AST54936172,ADJ52529733,OFF14381418,Collision,Claim event,2024-03-04,2018-09-18,Active,12689.94,38266.16,Medium,26.853718,-92.810777
CLM95521333,C19785994,POL09719360,PH15068820,AST68858573,ADJ45672854,OFF98401081,Flood,Claim event,2023-01-31,2025-03-05,Cancelled,80951.09,4717.96,High,40.377036,-93.53906
CLM02542030,C27073831,POL27880787,PH68020013,AST37615280,ADJ04466130,OFF35146387,Collision,Claim event,2022-08-18,2022-07-25,Active,134607.91,104064.82,High,36.189094,-118.289805
CLM65622003,C63290437,POL14509999,PH38674371,AST12120335,ADJ93334977,OFF44693271,Liability,Claim event,2021-05-13,2023-01-14,Pending,162719.59,15509.91,High,44.387693,-91.434082
CLM04751513,C43467929,POL09755786,PH45866959,AST62184188,ADJ78884214,OFF63405229,Liability,Claim event,2025-01-13,2020-12-12,Active,147352.94,61137.44,Medium,45.224418,-91.524725
CLM10447355,C92212341,POL93460496,PH36605385,AST32771372,ADJ15995949,OFF38693953,Collision,Claim event,2018-06-01,2018-06-30,Closed,40127.38,91453.63,Medium,32.201683,-108.051705
CLM13483463,C06781409,POL82907302,PH26209750,AST79707285,ADJ07840618,OFF77013628,Collision,Claim event,2023-07-13,2025-05-23,Pending,193944.84,33677.86,Medium,31.095391,-110.816384
CLM54581676,C84554821,POL83978408,PH04750182,AST11224987,ADJ46953924,OFF36014484,Theft,Claim event,2019-09-18,2024-12-20,Active,108611.71,82697.41,Medium,41.651292,-116.116006
CLM19733476,C89291380,POL83812092,PH56450953,AST06296968,ADJ42713901,OFF91281533,Liability,Claim event,2020-07-16,2020-05-16,Pending,121555.69,113730.14,High,35.662589,-102.463877
CLM32348597,C87292545,POL22803828,PH75101704,AST51972600,ADJ14549076,OFF63163113,Theft,Claim event,2025-05-19,2022-11-17,Pending,43763.27,54714.69,Medium,26.14975,-100.111913
CLM66266648,C32356931,POL78676773,PH57887068,AST48590366,ADJ26539019,OFF97190149,Flood,Claim event,2020-12-05,2023-08-01,Closed,15461.06,85759.79,Low,32.672214,-73.898751
CLM09006314,C81222357,POL42867701,PH47257814,AST32950075,ADJ45278845,OFF72610795,Flood,Claim event,2022-12-13,2020-09-16,Active,144370.3,101046.49,Medium,45.56342,-98.993146
CLM72949248,C99025876,POL25894700,PH82159319,AST29347185,ADJ91164481,OFF56965680,Fire,Claim event,2021-12-17,2020-09-26,Closed,116943.85,73925.41,High,28.268441,-87.521706
CLM58864132,C00575583,POL79349048,PH13051526,AST77792613,ADJ55572071,OFF57576441,Theft,Claim event,2019-04-05,2025-05-18,Closed,178084.36,90845.85,Low,34.241204,-108.168152
CLM19617689,C96647466,POL48686332,PH59176366,AST11156139,ADJ50341807,OFF92061153,Flood,Claim event,2023-05-07,2023-05-25,Closed,100309.9,51645.41,Low,47.096973,-123.018949
CLM24222519,C55934115,POL48573829,PH88241103,AST06137653,ADJ10774756,OFF70200151,Liability,Claim event,2024-03-05,2020-12-29,Pending,52573.14,54756.03,Medium,43.009491,-99.910126
CLM25430365,C33068106,POL10162308,PH51787320,AST97647638,ADJ45152460,OFF88708468,Liability,Claim event,2021-05-22,2019-08-21,Pending,196503.12,23679.28,Low,30.027407,-88.331281
CLM60489851,C01647424,POL06135928,PH33595517,AST10711578,ADJ24589816,OFF26747905,Theft,Claim event,2019-10-07,2018-12-18,Pending,75058.59,46068.48,Medium,35.611405,-119.07087
CLM31213899,C26549016,POL07464754,PH05242287,AST11503276,ADJ07468727,OFF30946251,Liability,Claim event,2025-07-08,2020-09-28,Closed,66205.96,22604.23,Low,46.617707,-99.111862
CLM98398878,C82724371,POL68268083,PH45722983,AST23697560,ADJ03756276,OFF55291039,Theft,Claim event,2023-05-25,2023-08-20,Active,179199.57,89101.71,High,43.642695,-104.262881
CLM46292208,C93726310,POL98646627,PH31713894,AST00294588,ADJ29558818,OFF53412812,Liability,Claim event,2024-02-16,2021-05-09,Cancelled,143117.05,142005.18,Medium,31.722276,-98.665157
CLM59237339,C54727378,POL85162480,PH56000866,AST72315337,ADJ77620623,OFF37672543,Liability,Claim event,2024-09-21,2024-10-17,Pending,30664.86,92871.54,Medium,25.654522,-99.488985
CLM85757301,C71075718,POL28486652,PH52242674,AST29241156,ADJ35742184,OFF50403235,Liability,Claim event,2024-03-13,2021-01-21,Cancelled,34951.34,64734.48,High,27.34852,-99.384816
CLM23274642,C26465834,POL59623597,PH18980651,AST32778292,ADJ73755450,OFF94371231,Flood,Claim event,2024-07-26,2022-01-11,Cancelled,62967.2,48495.59,High,42.03982,-82.8264
CLM79707723,C11015601,POL14752675,PH42509489,AST44416061,ADJ13840053,OFF05524141,Fire,Claim event,2024-12-19,2018-03-27,Closed,95931.63,105847.05,Medium,25.692863,-77.481192
CLM51947742,C55286906,POL89849677,PH15850756,AST92649235,ADJ74497000,OFF78817653,Collision,Claim event,2022-08-16,2022-09-06,Active,123542.06,25849.29,Low,45.135858,-115.652674
CLM63321908,C15418878,POL16525024,PH93763296,AST79082827,ADJ88652726,OFF82273370,Collision,Claim event,2022-12-24,2024-11-12,Active,182295.9,64750.74,Low,30.028794,-98.073121
CLM24506179,C90270198,POL66103120,PH76002838,AST44659595,ADJ78345141,OFF08379926,Collision,Claim event,2024-10-28,2018-07-17,Cancelled,82680.35,121232.01,High,34.325711,-72.213558
CLM96877193,C84303978,POL25447069,PH85734413,AST18343033,ADJ32073474,OFF14751567,Theft,Claim event,2023-06-12,2020-02-28,Active,69116.11,145874.92,High,46.655301,-81.474322
CLM40465526,C98439763,POL19334372,PH72512201,AST30537000,ADJ44757353,OFF36507191,Theft,Claim event,2025-03-29,2024-05-30,Pending,150573.64,128755.9,Medium,45.391328,-83.319063
CLM81506167,C54899822,POL08707451,PH82642383,AST78781003,ADJ39482826,OFF14374228,Fire,Claim event,2020-02-22,2021-03-22,Active,2592.28,103332.08,High,28.799277,-85.83631
CLM38040678,C79456434,POL93515053,PH34251059,AST68077335,ADJ85439759,OFF76324647,Theft,Claim event,2025-04-06,2023-09-04,Cancelled,90252.17,118965.22,High,46.570172,-121.26233
