inspection_id,asset_id,office_id,inspection_type,status,scheduled_date,completed_date,appraised_value,inspector_notes,condition_rating
INSP60829202,AST97356783,OFF93926593,Follow-up,Pending,2022-01-03,2018-10-09,73934.27,OK,Poor
INSP91102006,AST25442095,OFF07146956,Annual,Cancelled,2022-02-07,2024-04-10,8323.04,OK,Fair
INSP54888348,AST66117510,OFF69225451,Annual,Cancelled,2024-12-16,2023-04-06,94527.44,OK,Excellent
INSP79609287,AST39061505,OFF83732696,Initial,Active,2024-08-10,2021-12-18,99456.91,OK,Fair
INSP46874122,AST21899946,OFF37317537,Annual,Cancelled,2019-05-02,2019-02-03,165067.79,OK,Excellent
INSP65535007,AST24429829,OFF69455331,Initial,Pending,2020-08-05,2023-07-22,175434.67,OK,Fair
INSP81449475,AST33957088,OFF90517938,Annual,Closed,2025-09-19,2025-05-16,140334.7,OK,Fair
INSP37612363,AST40320300,OFF84576679,Follow-up,Pending,2023-12-17,2021-02-10,191474.8,OK,Excellent
INSP73486458,AST97154358,OFF85277304,Follow-up,Pending,2020-04-13,2023-08-06,208321.22,OK,Good
INSP06466492,AST31544260,OFF68337884,Annual,Cancelled,2021-03-22,2020-09-29,71761.8,OK,Good
INSP10874708,AST22411971,OFF26669433,Annual,Pending,2022-05-07,2025-09-05,158682.43,OK,Fair
INSP54870453,AST71530818,OFF67580580,Initial,Pending,2018-04-11,2020-03-08,80376.61,OK,Excellent
INSP59407356,AST25499638,OFF29039804,Initial,Cancelled,2019-09-02,2021-11-09,88760.54,OK,Fair
INSP93711933,AST06496458,OFF28865149,Annual,Active,2022-01-22,2020-05-15,185275.04,OK,Poor
INSP35667622,AST93884734,OFF04505257,Initial,Closed,2023-02-07,2018-12-31,43328.85,OK,Fair
INSP51441869,AST02142802,OFF65518988,Annual,Closed,2025-07-04,2020-01-22,9802.15,OK,Excellent
INSP53794575,AST50261538,OFF44775362,Initial,Pending,2023-06-06,2018-12-05,9139.93,OK,Excellent
INSP33309353,AST16682338,OFF82402675,Initial,Closed,2024-09-22,2018-12-14,106431.21,OK,Good
INSP90770759,AST30446653,OFF45394022,Follow-up,Cancelled,2022-04-19,2019-02-16,110259.21,OK,Excellent
INSP69476397,AST19885516,OFF51019254,Follow-up,Pending,2021-05-03,2023-07-10,35476.59,OK,Excellent
INSP45576391,AST16925179,OFF69516686,Initial,Active,2020-12-16,2023-03-29,123637.67,OK,Good
INSP84167584,AST36475718,OFF44827502,Follow-up,Pending,2025-05-17,2020-10-30,41135.7,OK,Good
INSP45284548,AST99758226,OFF32110125,Initial,Active,2024-11-29,2018-05-07,194794.58,OK,Fair
INSP34645344,AST78618641,OFF51036990,Initial,Closed,2020-12-23,2025-04-09,106158.74,OK,Excellent
INSP58560477,AST85608095,OFF27798812,Initial,Pending,2024-12-16,2025-05-17,95681.15,OK,Good
INSP38807765,AST43365375,OFF21755262,Annual,Cancelled,2025-02-27,2020-04-25,249654.04,OK,Excellent
INSP45710418,AST06882171,OFF16188347,Initial,Cancelled,2021-02-06,2025-10-11,194433.76,OK,Fair
INSP02177139,AST78425775,OFF89836333,Annual,Pending,2020-02-10,2019-06-14,162111.07,OK,Fair
INSP24804061,AST10007471,OFF91895937,Follow-up,Pending,2025-12-10,2020-09-06,43070.25,OK,Fair
INSP07831886,AST04177186,OFF46670109,Follow-up,Closed,2022-07-26,2020-11-02,54756.59,OK,Fair
INSP75894558,AST97522044,OFF81653432,Initial,Closed,2024-10-12,2019-01-27,30242.78,OK,Excellent
INSP59794027,AST48140860,OFF75359945,Annual,Cancelled,2024-12-07,2023-03-13,113975.88,OK,Good
INSP47918694,AST02448572,OFF25706653,Follow-up,Pending,2018-12-06,2025-02-20,64223.62,OK,Good
INSP23980801,AST10972711,OFF68729475,Annual,Pending,2018-06-25,2018-11-28,235154.98,OK,Poor
INSP25611589,AST01219725,OFF10603984,Initial,Closed,2025-07-14,2021-03-04,136025.41,OK,Fair
INSP53505593,AST10409721,OFF06451209,Follow-up,Pending,2018-07-05,2020-11-22,59910.21,OK,Good
INSP48418905,AST68130574,OFF04899110,Initial,Closed,2018-06-08,2021-07-31,205637.95,OK,Poor
INSP33226073,AST09342649,OFF34794292,Follow-up,Pending,2024-04-07,2018-06-24,40686.87,OK,Good
INSP69627303,AST24251501,OFF56092954,Initial,Closed,2023-01-19,2019-11-26,56569.52,OK,Fair
INSP89906552,AST44368412,OFF41157759,Initial,Pending,2024-02-22,2022-03-02,112016.12,OK,Fair
INSP24450921,AST73749620,OFF54811657,Initial,Active,2024-08-02,2025-04-26,51673.19,OK,Fair
INSP50936208,AST58137292,OFF80144463,Annual,Pending,2023-09-18,2021-03-26,47999.73,OK,Excellent
INSP09363878,AST50734557,OFF56024772,Initial,Closed,2018-07-11,2024-08-12,18304.1,OK,Fair
INSP43348374,AST67254140,OFF67555398,Annual,Pending,2023-11-29,2018-01-20,245724.89,OK,Good
INSP24442350,AST98911080,OFF75650031,Initial,Active,2021-06-30,2024-11-16,35727.94,OK,Poor
INSP92994033,AST02684554,OFF55574629,Follow-up,Pending,2023-10-20,2021-09-11,222570.12,OK,Poor
INSP01536489,AST24378910,OFF80075632,Follow-up,Pending,2018-05-21,2024-02-08,165847.5,OK,Good
INSP86735176,AST49590510,OFF66433696,Annual,Closed,2018-10-21,2020-11-14,121621.12,OK,Poor
INSP74720518,AST79401834,OFF93703393,Follow-up,Pending,2023-10-14,2018-10-19,34117.55,OK,Good
INSP50429624,AST70369741,OFF06927412,Initial,Active,2020-09-11,2020-08-02,115008.91,OK,Excellent
INSP76502496,AST77298293,OFF75263874,Initial,Pending,2024-09-14,2025-05-26,236347.57,OK,Excellent
INSP30361449,AST02198538,OFF71131112,Initial,Closed,2020-04-24,2023-09-23,73307.25,OK,Poor
INSP32874897,AST74683503,OFF46256890,Initial,Closed,2025-02-04,2018-07-11,44447.42,OK,Excellent
INSP87259321,AST91415457,OFF08339442,Initial,Active,2020-12-08,2018-11-16,44773.62,OK,Fair
INSP66876948,AST44411559,OFF70770703,Annual,Closed,2018-07-01,2019-03-02,57029.98,OK,Poor
INSP25680109,AST78638350,OFF46728701,Initial,Closed,2024-07-06,2024-05-18,53812.44,OK,Fair
INSP31445869,AST81642534,OFF74545601,Initial,Cancelled,2019-09-29,2025-08-11,246263.68,OK,Excellent
INSP15113060,AST61531263,OFF39421812,Annual,Cancelled,2024-12-23,2018-08-02,109831.93,OK,Good
INSP04796669,AST57457757,OFF46305578,Annual,Active,2018-11-28,2025-03-16,90744.0,OK,Fair
INSP87599204,AST35474659,OFF65586986,Initial,Active,2021-08-16,2021-02-23,187175.0,OK,Poor
INSP61178521,AST97154358,OFF51378692,Annual,Cancelled,2024-02-23,2022-01-05,13262.65,OK,Excellent
INSP14448165,AST62722223,OFF55839867,Annual,Pending,2024-09-18,2024-08-12,168172.38,OK,Excellent
INSP35993106,AST12292298,OFF96457280,Initial,Closed,2020-12-21,2021-05-28,71608.68,OK,Fair
INSP58709967,AST90288154,OFF18976797,Follow-up,Closed,2025-11-30,2022-01-31,88785.34,OK,Good
INSP93646988,AST75408197,OFF46020598,Annual,Cancelled,2020-09-09,2025-07-12,8889.02,OK,Excellent
INSP11167700,AST82080962,OFF85385876,Initial,Closed,2024-07-29,2023-03-26,82927.55,OK,Excellent
INSP09992084,AST23869210,OFF81028422,Initial,Pending,2021-02-22,2025-10-14,242349.75,OK,Fair
INSP89566694,AST03743892,OFF93279944,Annual,Cancelled,2018-03-02,2024-03-31,131855.65,OK,Fair
INSP61315932,AST24524350,OFF76956809,Initial,Pending,2023-12-01,2020-05-20,155871.15,OK,Good
INSP17941675,AST24378402,OFF28986483,Annual,Cancelled,2023-06-17,2023-10-21,177799.53,OK,Fair
INSP23042846,AST49585168,OFF40284142,Follow-up,Closed,2023-03-01,2025-11-29,125447.81,OK,Excellent
INSP41148222,AST03024312,OFF62529740,Annual,Closed,2022-09-20,2023-05-28,79733.34,OK,Fair
INSP29938283,AST63123863,OFF16468279,Annual,Pending,2024-05-04,2023-05-27,173716.68,OK,Excellent
INSP93682462,AST19351195,OFF31082022,Annual,Active,2025-01-12,2019-06-29,98649.5,OK,Excellent
INSP83876875,AST79819348,OFF01678659,Initial,Closed,2021-06-24,2023-01-21,233793.02,OK,Fair
INSP56755999,AST69010887,OFF06136482,Follow-up,Active,2023-12-01,2019-08-13,179436.68,OK,Fair
INSP83377278,AST47681813,OFF27738019,Follow-up,Pending,2023-11-01,2023-07-22,169879.31,OK,Good
INSP36719314,AST12226394,OFF09271682,Initial,Cancelled,2023-04-23,2023-08-03,85182.46,OK,Fair
INSP37474748,AST97154358,OFF15436137,Follow-up,Active,2019-09-07,2020-03-06,231705.02,OK,Poor
INSP48968608,AST16557123,OFF39335705,Follow-up,Pending,2024-02-14,2023-11-14,228985.28,OK,Poor
INSP62432908,AST86644677,OFF91812639,Follow-up,Closed,2020-08-03,2022-03-05,36390.59,OK,Good
INSP94399829,AST33810196,OFF40126303,Annual,Closed,2019-01-19,2025-01-20,248415.51,OK,Good
INSP76590759,AST30717144,OFF66453711,Initial,Closed,2020-06-10,2024-03-18,73034.23,OK,Excellent
INSP35326427,AST02464848,OFF89452898,Initial,Cancelled,2022-03-17,2023-11-29,190510.03,OK,Fair
INSP81019284,AST94367388,OFF40408142,Initial,Pending,2024-12-25,2023-09-27,150563.75,OK,Fair
INSP89030203,AST94479397,OFF45443594,Follow-up,Pending,2022-02-14,2023-06-21,165281.11,OK,Poor
INSP97953792,AST36714750,OFF45835934,Annual,Active,2020-12-16,2022-08-25,111111.0,OK,Excellent
INSP91797289,AST44535684,OFF27871400,Follow-up,Active,2020-01-31,2018-09-06,187880.86,OK,Fair
INSP81644016,AST94564346,OFF07726702,Initial,Pending,2024-08-18,2018-04-06,91384.35,OK,Fair
INSP13389313,AST59614303,OFF09501389,Initial,Pending,2023-10-01,2019-11-20,49048.08,OK,Excellent
INSP30250126,AST34370221,OFF21499616,Follow-up,Closed,2023-02-18,2021-10-08,36878.35,OK,Poor
INSP57999089,AST44708501,OFF31558812,Annual,Closed,2024-06-10,2022-08-07,170735.42,OK,Fair
INSP14813529,AST23324538,OFF65436770,Follow-up,Active,2023-03-23,2018-11-10,61279.51,OK,Good
INSP97760295,AST37137157,OFF90077061,Initial,Pending,2020-03-29,2025-08-23,104122.49,OK,Excellent
INSP10769624,AST90231835,OFF35827676,Follow-up,Active,2022-12-23,2021-02-07,105420.51,OK,Good
INSP16961939,AST14858668,OFF91683630,Annual,Active,2022-02-23,2024-11-12,134301.32,OK,Good
INSP07651230,AST46878584,OFF94313530,Initial,Closed,2022-06-10,2019-06-06,232859.66,OK,Poor
INSP42354899,AST98133250,OFF05237719,Follow-up,Closed,2020-06-13,2021-09-08,215492.02,OK,Excellent
INSP31319743,AST00883882,OFF07785402,Initial,Cancelled,2021-02-21,2024-11-26,96278.78,OK,Excellent
INSP19523794,AST25047031,OFF15442262,Follow-up,Cancelled,2020-09-22,2020-02-24,75285.29,OK,Poor
INSP44625712,AST86470258,OFF06554127,Initial,Active,2021-06-05,2019-09-19,32831.82,OK,Poor
INSP54778547,AST68158443,OFF43746118,Initial,Pending,2018-08-18,2020-03-24,97536.84,OK,Good
INSP24750952,AST60919000,OFF04043373,Follow-up,Cancelled,2021-05-18,2018-01-17,232362.29,OK,Fair
INSP45399378,AST55628451,OFF36404040,Annual,Cancelled,2023-08-07,2024-09-14,87368.08,OK,Good
INSP24034510,AST98624784,OFF37924234,Follow-up,Pending,2019-04-06,2021-06-03,97831.97,OK,Excellent
INSP56725083,AST57519333,OFF71218715,Annual,Cancelled,2024-11-24,2023-06-05,113305.68,OK,Excellent
INSP08708122,AST67038503,OFF34158675,Initial,Cancelled,2018-05-12,2023-01-03,199607.75,OK,Fair
INSP74494168,AST44577678,OFF22509488,Annual,Pending,2022-12-20,2020-04-14,37411.77,OK,Fair
INSP75703476,AST17406875,OFF58560475,Initial,Pending,2022-11-09,2020-02-24,127528.85,OK,Excellent
INSP35233570,AST00024602,OFF24363337,Annual,Cancelled,2023-02-21,2020-12-19,169190.78,OK,Good
INSP03750937,AST31898589,OFF06586908,Annual,Pending,2022-09-27,2020-03-17,61936.34,OK,Excellent
INSP00214842,AST79833443,OFF43559448,Initial,Cancelled,2025-12-03,2019-06-30,242843.46,OK,Poor
INSP90531822,AST16067827,OFF45439584,Initial,Pending,2021-10-30,2024-10-07,76448.35,OK,Excellent
INSP85989119,AST21512880,OFF79945690,Annual,Cancelled,2021-06-28,2023-06-07,46210.14,OK,Excellent
INSP68711225,AST09828881,OFF88577329,Annual,Pending,2019-11-13,2018-05-26,119966.24,OK,Excellent
INSP43902164,AST35588631,OFF00295202,Initial,Pending,2021-05-07,2024-01-23,26772.07,OK,Fair
INSP94008744,AST53976262,OFF21280544,Follow-up,Closed,2022-09-02,2023-07-03,18186.95,OK,Good
INSP59957990,AST06271902,OFF54984837,Initial,Active,2023-06-13,2018-12-02,58886.96,OK,Fair
INSP42612574,AST01367006,OFF82260285,Annual,Pending,2019-01-28,2024-08-10,146424.21,OK,Excellent
INSP23385389,AST09918128,OFF07662823,Initial,Cancelled,2020-08-04,2022-08-07,161041.97,OK,Poor
INSP59071903,AST88970188,OFF66507677,Follow-up,Cancelled,2025-03-27,2022-01-19,170047.74,OK,Good
INSP48443549,AST55629991,OFF17831509,Annual,Cancelled,2022-06-30,2022-03-22,68871.15,OK,Poor
INSP90945521,AST14693080,OFF09226489,Initial,Cancelled,2024-04-05,2025-04-02,122454.39,OK,Poor
INSP42196915,AST69828632,OFF89863312,Initial,Active,2022-04-03,2020-10-27,200144.35,OK,Excellent
INSP04951659,AST03598894,OFF42647038,Annual,Active,2024-06-11,2023-03-26,150478.48,OK,Fair
INSP84324887,AST33602008,OFF01978994,Follow-up,Cancelled,2023-02-06,2019-05-09,40952.72,OK,Good
INSP48688590,AST86283723,OFF56800300,Follow-up,Pending,2022-12-08,2018-10-02,152077.73,OK,Excellent
INSP78916537,AST37255964,OFF37737121,Annual,Pending,2022-10-29,2019-03-01,225238.66,OK,Fair
INSP54039356,AST82290988,OFF66652272,Annual,Closed,2023-12-19,2025-05-28,165553.19,OK,Excellent
INSP67602079,AST31861619,OFF43492820,Follow-up,Cancelled,2025-12-14,2019-09-18,213715.65,OK,Fair
INSP18711447,AST18874741,OFF87850457,Initial,Cancelled,2020-03-19,2023-08-03,131531.35,OK,Fair
INSP30420116,AST64789580,OFF58269318,Initial,Closed,2019-07-14,2022-10-10,22370.47,OK,Fair
INSP08823351,AST31023470,OFF66815604,Annual,Cancelled,2025-05-10,2018-03-15,193375.33,OK,Excellent
INSP39664692,AST03354856,OFF37626508,Initial,Pending,2018-04-09,2024-05-10,54770.7,OK,Poor
INSP50043284,AST00131656,OFF16156923,Follow-up,Active,2024-11-12,2023-06-07,146168.85,OK,Fair
INSP69543219,AST02715630,OFF70184838,Follow-up,Closed,2023-01-31,2024-03-24,140286.0,OK,Poor
INSP28812316,AST14666775,OFF54772060,Initial,Cancelled,2022-10-10,2024-10-04,99694.68,OK,Fair
INSP23736627,AST61302107,OFF59542004,Follow-up,Closed,2022-04-10,2023-01-15,201965.81,OK,Fair
INSP65089265,AST97313809,OFF41654039,Initial,Active,2019-12-23,2021-01-29,247349.64,OK,Excellent
INSP41376756,AST68802949,OFF54656376,Annual,Active,2018-11-22,2022-09-14,127798.93,OK,Good
INSP27101942,AST09696489,OFF29964816,Annual,Closed,2024-08-21,2018-08-31,8120.77,OK,Excellent
INSP93062139,AST89667026,OFF77882070,Follow-up,Active,2020-02-20,2020-03-09,224661.69,OK,Excellent
INSP35659209,AST51305296,OFF39152970,Initial,Closed,2019-11-13,2025-03-05,184773.19,OK,Fair
INSP79500500,AST87036929,OFF67685185,Initial,Pending,2024-06-30,2024-04-10,187265.14,OK,Fair
INSP94982745,AST05621610,OFF91783634,Annual,Cancelled,2025-04-06,2022-04-16,31859.63,OK,Fair
INSP68011480,AST34211885,OFF64310629,Follow-up,Active,2018-09-24,2018-08-29,175852.78,OK,Fair
INSP06546293,AST82543058,OFF75095940,Annual,Pending,2025-01-07,2022-12-26,54909.21,OK,Poor
INSP29331900,AST70758153,OFF19136693,Follow-up,Pending,2023-12-23,2020-01-20,63858.76,OK,Excellent
INSP64985526,AST23030264,OFF01678659,Annual,Active,2018-10-13,2023-06-10,235629.3,OK,Poor
INSP75131445,AST54370926,OFF82113828,Annual,Active,2021-10-11,2021-05-19,150982.81,OK,Fair
INSP91665921,AST37147085,OFF02224772,Follow-up,Cancelled,2020-06-18,2019-05-15,239107.57,OK,Fair
INSP70531301,AST30281835,OFF65534467,Follow-up,Active,2021-08-31,2019-07-11,74750.73,OK,Good
INSP67742226,AST92570319,OFF81716094,Annual,Cancelled,2025-10-13,2023-12-23,102513.34,OK,Poor
INSP27077281,AST92487735,OFF87903567,Initial,Active,2023-10-28,2019-12-23,147739.55,OK,Excellent
INSP10988200,AST23030264,OFF64127184,Follow-up,Closed,2024-10-11,2025-07-25,154978.96,OK,Poor
INSP83371711,AST94126510,OFF60792043,Annual,Cancelled,2021-02-04,2018-05-22,28589.44,OK,Excellent
INSP83391240,AST54569973,OFF06243111,Annual,Active,2024-01-26,2019-10-06,32006.76,OK,Poor
INSP54731653,AST13809436,OFF12089000,Annual,Cancelled,2020-10-15,2021-12-27,5891.24,OK,Fair
INSP28267334,AST52148336,OFF40398711,Initial,Active,2025-05-02,2023-11-13,38808.68,OK,Excellent
INSP92667319,AST22383034,OFF75614631,Follow-up,Cancelled,2025-11-25,2023-01-08,142185.48,OK,Good
INSP67008595,AST65509859,OFF77288007,Annual,Cancelled,2025-10-14,2023-02-08,103983.43,OK,Excellent
INSP38501196,AST36643742,OFF87225161,Follow-up,Closed,2018-09-19,2024-05-18,24436.53,OK,Excellent
INSP80729592,AST85243673,OFF56581160,Initial,Active,2024-10-30,2025-08-16,216081.69,OK,Good
INSP52512562,AST76105096,OFF37708689,Annual,Active,2019-08-27,2022-09-29,80567.29,OK,Excellent
INSP05239349,AST04258051,OFF20421628,Initial,Closed,2021-10-09,2022-08-11,133355.99,OK,Excellent
INSP97205014,AST34362402,OFF86862328,Follow-up,Cancelled,2025-01-04,2025-07-14,177321.7,OK,Fair
INSP75039470,AST21467837,OFF27562964,Annual,Pending,2023-12-22,2025-12-27,137793.68,OK,Excellent
INSP98633825,AST03399980,OFF97134696,Initial,Cancelled,2021-11-29,2019-10-27,73875.4,OK,Poor
INSP16499311,AST57935434,OFF13508438,Annual,Active,2024-04-01,2020-01-22,163971.53,OK,Poor
INSP18916590,AST91027858,OFF12885679,Annual,Active,2023-01-02,2018-11-03,138945.85,OK,Fair
INSP71295909,AST10440587,OFF08172347,Follow-up,Cancelled,2025-05-11,2020-04-25,40003.48,OK,Excellent
INSP04140474,AST72594669,OFF40900450,Annual,Cancelled,2020-03-23,2024-01-03,6617.88,OK,Fair
INSP98181732,AST96848872,OFF73114856,Initial,Cancelled,2020-12-30,2019-01-21,88269.51,OK,Fair
INSP09715548,AST61084316,OFF38589894,Initial,Cancelled,2018-02-01,2025-01-14,112660.81,OK,Excellent
INSP55024430,AST34413148,OFF52068091,Initial,Pending,2019-10-13,2018-01-07,228705.8,OK,Poor
INSP91013386,AST97247588,OFF91217947,Follow-up,Cancelled,2019-05-18,2024-09-06,100380.99,OK,Poor
INSP84697111,AST73492250,OFF68680423,Annual,Cancelled,2023-03-18,2025-06-24,46215.98,OK,Poor
INSP38828189,AST93692877,OFF26502655,Follow-up,Active,2018-04-13,2022-07-27,197468.28,OK,Good
INSP74070295,AST37138161,OFF82730583,Follow-up,Pending,2018-09-14,2019-02-04,44309.54,OK,Poor
INSP96294247,AST42647950,OFF26456635,Initial,Closed,2024-05-22,2018-04-09,29722.42,OK,Poor
INSP95931994,AST96016980,OFF87110572,Initial,Closed,2020-06-28,2020-10-07,16513.08,OK,Good
INSP16584125,AST20607215,OFF54497671,Follow-up,Active,2020-08-27,2018-10-09,25099.85,OK,Poor
INSP22884359,AST88178348,OFF20082962,Follow-up,Pending,2022-04-22,2020-11-30,37647.53,OK,Poor
INSP58836939,AST15548320,OFF58661037,Initial,Closed,2020-04-30,2019-02-22,39311.22,OK,Fair
INSP50541368,AST43951391,OFF39310731,Annual,Pending,2019-09-20,2023-02-03,240220.91,OK,Excellent
INSP23322060,AST25972787,OFF95278228,Annual,Closed,2024-02-29,2020-01-20,107887.22,OK,Good
INSP89422661,AST15305509,OFF45234461,Follow-up,Cancelled,2019-11-22,2021-11-22,164651.29,OK,Excellent
INSP95067969,AST12624400,OFF23600344,Annual,Active,2024-11-30,2021-01-17,142765.75,OK,Poor
INSP08331644,AST79256210,OFF07160322,Follow-up,Closed,2019-05-30,2025-08-15,39597.93,OK,Poor
INSP47390682,AST19842025,OFF03093858,Annual,Pending,2020-01-10,2023-12-31,142579.22,OK,Fair
INSP55763726,AST04589837,OFF25619309,Annual,Cancelled,2021-04-16,2025-04-11,160582.12,OK,Excellent
INSP34352308,AST40259660,OFF28122408,Annual,Closed,2021-03-13,2025-07-29,231240.08,OK,Poor
INSP28138746,AST92225723,OFF60193975,Follow-up,Pending,2023-03-07,2022-08-05,86655.6,OK,Excellent
INSP36393566,AST55012679,OFF14247286,Follow-up,Closed,2018-06-08,2024-08-25,86112.22,OK,Excellent
INSP76096668,AST10095227,OFF47735624,Initial,Cancelled,2021-06-29,2021-02-15,166142.32,OK,Good
INSP53823285,AST76749562,OFF58560475,Follow-up,Pending,2023-09-27,2024-07-31,202404.46,OK,Poor
INSP65779042,AST90083722,OFF04789023,Follow-up,Active,2018-07-25,2023-06-09,156667.28,OK,Excellent
INSP68262758,AST85842146,OFF53383560,Annual,Cancelled,2019-05-30,2018-04-24,10382.15,OK,Fair
INSP70311483,AST10071607,OFF57472669,Initial,Closed,2024-06-06,2019-12-06,89475.86,OK,Fair
INSP48076395,AST44460505,OFF96148581,Annual,Pending,2018-05-20,2019-01-28,49421.42,OK,Good
INSP32152326,AST27683513,OFF02593701,Initial,Active,2022-01-29,2024-10-27,237803.75,OK,Excellent
INSP69766322,AST03752499,OFF41498560,Follow-up,Closed,2022-02-10,2020-05-04,212414.31,OK,Poor
INSP67060956,AST93254715,OFF81392869,Annual,Cancelled,2021-04-16,2021-05-03,154970.58,OK,Excellent
INSP88257972,AST82877697,OFF30226744,Annual,Cancelled,2025-11-29,2023-06-09,219015.67,OK,Good
INSP26507029,AST35972002,OFF89536917,Annual,Closed,2025-04-28,2023-05-07,77820.51,OK,Good
INSP26628643,AST55214765,OFF79013981,Follow-up,Closed,2018-01-20,2019-01-04,230799.78,OK,Good
INSP06419188,AST68613958,OFF10210458,Initial,Closed,2019-06-21,2022-07-27,47517.16,OK,Good
INSP76045948,AST39503247,OFF57187801,Follow-up,Cancelled,2024-08-01,2025-07-31,102108.8,OK,Good
INSP63444585,AST75519282,OFF50887641,Initial,Active,2018-10-26,2018-03-22,139513.93,OK,Excellent
INSP41090362,AST76913318,OFF14542055,Initial,Pending,2019-03-19,2022-02-04,242875.88,OK,Poor
INSP96416527,AST16526570,OFF48972118,Follow-up,Cancelled,2021-10-19,2024-07-07,34311.38,OK,Excellent
INSP38835129,AST36795003,OFF79368593,Initial,Cancelled,2025-12-11,2024-04-16,211334.78,OK,Good
INSP70281291,AST60946723,OFF98995705,Initial,Active,2019-07-29,2022-11-28,12383.52,OK,Poor
INSP52008189,AST17033342,OFF84217221,Follow-up,Cancelled,2025-01-28,2025-08-02,47221.13,OK,Poor
INSP65164105,AST24055979,OFF27615631,Annual,Closed,2023-06-28,2024-08-27,152414.93,OK,Fair
INSP61797957,AST98944536,OFF80360794,Annual,Closed,2018-01-11,2024-01-19,80129.88,OK,Good
INSP96365974,AST88084525,OFF11088061,Initial,Closed,2022-02-13,2018-07-16,157070.38,OK,Fair
INSP58915528,AST14532871,OFF01768782,Initial,Active,2018-10-12,2024-01-12,105643.28,OK,Good
INSP91130205,AST05392851,OFF00568697,Initial,Closed,2019-10-19,2021-08-03,148939.44,OK,Good
INSP88279671,AST13387778,OFF90631931,Annual,Active,2020-10-10,2019-03-12,221259.23,OK,Good
INSP38998868,AST64789580,OFF90011054,Follow-up,Cancelled,2022-03-27,2020-04-14,216444.71,OK,Fair
INSP81160586,AST15712036,OFF67702827,Follow-up,Pending,2025-09-03,2020-04-13,31302.91,OK,Fair
INSP13419612,AST39004464,OFF77032357,Annual,Pending,2018-12-27,2018-04-06,204614.98,OK,Excellent
INSP30698400,AST90647778,OFF98340758,Annual,Cancelled,2022-07-25,2025-01-01,19856.56,OK,Fair
